,step,n_samples,jitter,k,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
14,4,1200,0.12,2,0.2,4,1.2909343362990449,0.00828166325590274,-0.0003134748328390234,-0.0012310047051678923,-0.0006003677825498705,-0.00067129666162666
15,5,1200,0.12,2,0.2,4,1.2893087542340678,0.0033657060479250116,-0.00043983070936285616,0.00236290263295076,-0.000504077991806314,-0.001150544867874974
16,6,1200,0.12,2,0.2,4,1.2893359627166459,0.007910636399014943,-0.0004017312324665569,0.003301454254796896,-0.0002092004183699134,-0.0007742865669659664
17,7,1200,0.12,2,0.2,4,1.2901141126334317,0.0029617814022704753,-0.0005942388556890529,0.003301454254796896,-2.2372885557738686e-05,-0.0009190595234736995
18,8,1200,0.12,2,0.2,4,1.2910119121209493,0.0016125028953602697,-0.000594220415843544,0.0011660452999950545,-0.0005300705395489185,-0.0011749143287058267
19,9,1200,0.12,2,0.2,4,1.2905121571747118,0.006049070419941725,-0.0005841938397492674,-0.000507937380287995,-0.0004739217023475598,-0.00104267166786882
20,0,300,0.04,2,0.2,4,1.2795739437878813,-0.00340289664935817,-0.002390340019859769,0.030157858611542486,-0.002294013595758578,-0.0044200483190569816
21,1,300,0.04,2,0.2,4,1.2816492348337996,-0.0036830332482372975,-0.002390641792685351,1.7631400941739458e-15,-0.002390340019859769,-0.0036113506376157884
22,2,300,0.04,2,0.2,4,1.2828633415959168,0.00762320937851026,-0.00239064179268535,0.09337544327964818,-0.002294013595758581,-0.004697745495270875
23,3,300,0.04,2,0.2,4,1.2819205092752946,-0.0023192288787695415,-0.002294013595758581,0.0,-0.0021332049842829434,-0.004745317339407206
24,4,300,0.04,2,0.2,4,1.2824408938617498,-0.0037323532702200762,-0.0024224400970205033,0.0,-0.002390340019859777,-0.004744076017880338
25,5,300,0.04,2,0.2,4,1.2816508652962606,-0.00528729904639703,-0.002390340019859769,0.06110589382768574,-0.002390340019859777,-0.004589822831882299
26,6,300,0.04,2,0.2,4,1.2825732404375914,-0.007053899923221586,-0.002390641792685351,0.0,-0.002390340019859777,-0.004663072115474269
27,7,300,0.04,2,0.2,4,1.280960662147572,-0.002782079009632156,-0.002390340019859777,0.14022077859177187,-0.00239064179268535,-0.0047519837056757995
28,8,300,0.04,2,0.2,4,1.280896401892609,0.005732085259210296,-0.0024225987437089657,0.0,-0.002390340019859777,-0.0036609697781856913
29,9,300,0.04,2,0.2,4,1.2811418369491283,-0.005389239771329395,-0.0024225987437089622,0.0,-0.002390340019859769,-0.0045799518697810186
30,0,100,0.18,2,0.2,4,1.2823180778768264,-0.00741888869657418,-0.0027163556570251614,-0.02114339347039586,-0.006214703265369533,-0.008891087607035065
31,1,100,0.18,2,0.2,4,1.2832723996660695,0.0006338160899175388,-0.007087974007298047,0.001031359782664385,-0.007087974007298047,-0.013784044033725655
32,2,100,0.18,2,0.2,4,1.263133633195701,-0.004670987196106247,-0.0073776845414105265,-0.03450462904796721,-0.007095800605806619,-0.010638858016324198
33,3,100,0.18,2,0.2,4,1.2855644288860726,-0.011218841011478022,-0.007095800605806619,-0.028468803212569865,-0.006214703265369533,-0.013834692794442782
34,4,100,0.18,2,0.2,4,1.2837960094318317,-0.007382228726156148,-0.007382228726156148,0.040999458529596536,-0.007095800605806619,-0.005059156978446816
35,5,100,0.18,2,0.2,4,1.2736894561355596,-0.007095800605806619,-0.007382228726156143,-0.02948573269459508,-0.007087974007298047,-0.012374354107632254
36,6,100,0.18,2,0.2,4,1.2795056423305697,-0.0062859779821067985,-0.006216703168904541,-0.02363553044761068,-0.007095800605806619,-0.0088433406666054
37,7,100,0.18,2,0.2,4,1.2664773034820471,-0.007316835269948982,-0.006216703168904537,-0.01996632960154963,-0.006216703168904541,-0.014286408361273694
38,8,100,0.18,2,0.2,4,1.282408279296295,-0.007135304434062509,-0.007395912080914425,-0.022142680672845857,-0.007135304434062512,-0.014319336260969791
39,9,100,0.18,2,0.2,4,1.2804085189352257,-0.00475245962031862,-0.00709580060580662,-0.0010369147703705374,-0.0027163556570251575,-0.011198274373658893
40,0,1000,0.15,2,0.2,4,1.2927915231455813,-0.0004889360820748157,-0.0002347849662437994,0.020557220617109156,-0.0004888646696947356,-0.0007989064878070753
41,1,1000,0.15,2,0.2,4,1.2924182555528487,-0.0032847677225488355,-0.0007115459446816244,0.006495399115010241,-0.0005818426637093561,-0.000883981489257677
42,2,1000,0.15,2,0.2,4,1.2925331415802561,-0.0004882895004819538,-0.0007201914049936231,0.014783630109112565,-0.0006972288883800523,-0.0009652856497691192
43,3,1000,0.15,2,0.2,4,1.2928425654675741,0.00035646413005117563,-0.000650766306150316,0.015737151973580533,-0.0006190040554194143,-0.0010268257987519293
44,4,1000,0.15,2,0.2,4,1.292142069139851,-0.0008103817433980148,-0.0007200673107188863,0.002552674193844728,-0.000538148958402837,-0.00036787037254309583
45,5,1000,0.15,2,0.2,4,1.29194443969126,0.0078028489390532954,-0.0006508188351426354,0.004755962878318072,-0.00023483647247516434,-0.0010785219869645865
46,6,1000,0.15,2,0.2,4,1.2926683265562884,0.00494029587881164,-0.0006970762177534238,0.003129499192299339,-0.0007200755817314178,-0.0009623867080511133
47,7,1000,0.15,2,0.2,4,1.2925839902588168,-0.0018758188620490673,-0.0006969890177093613,0.03721255210926476,-0.0007114038197278538,-0.0013890271215012283
48,8,1000,0.15,2,0.2,4,1.2925760828160167,-0.0007117072871866285,-0.0006767568369627464,0.007499146282572438,-0.0007202410601597918,-0.0010763952877397304
49,9,1000,0.15,2,0.2,4,1.293104632560807,0.0004581580752221679,-0.0007117237145857909,0.0016897514583758698,-0.0006190717575171312,-0.0013221729931508185
50,0,100,0.2,2,0.2,4,1.286512558395986,-0.007135304434062509,-0.0027163556570251614,-0.011880852316306171,-0.007087974007298047,-0.009535582919698948
51,1,100,0.2,2,0.2,4,1.2861154065042086,-0.0021510755513969412,-0.007087974007298049,-0.02457532214724362,-0.006216703168904537,-0.014663197341829023
52,2,100,0.2,2,0.2,4,1.2700327050807458,-0.007686800571653096,-0.0073776845414105265,-0.024450038921721783,-0.007395912080914431,-0.01466033131089836
53,3,100,0.2,2,0.2,4,1.286591621283396,-0.007558572564297943,-0.007095800605806619,-0.024222809016073214,-0.007135304434062509,-0.00945642536243214
54,4,100,0.2,2,0.2,4,1.2874048461275467,-0.00709580060580662,-0.007382228726156148,0.029369415859351024,-0.006216703168904541,-0.011189435310072732
55,5,100,0.2,2,0.2,4,1.2747033667931047,-0.011338748246693902,-0.007382228726156143,0.009405573458974942,-0.007087974007298047,-0.007148571098975082
56,6,100,0.2,2,0.2,4,1.2815101225301135,-0.006222697441931033,-0.007087974007298049,-0.004300552058843537,-0.006222697441931039,-0.009411597704794094
57,7,100,0.2,2,0.2,4,1.2705407268701707,-0.006216703168904537,-0.006216703168904537,-0.016316443784443097,-0.006222697441931033,-0.011189435310072741
58,8,100,0.2,2,0.2,4,1.279001834234609,-0.007135304434062509,-0.007395912080914425,-0.013617606759501832,-0.007135304434062509,-0.011579645195956549
59,9,100,0.2,2,0.2,4,1.2810002879661802,-0.007610829303854988,-0.007111527585899418,0.011684414961517373,-0.004759806677905336,-0.010648155723099927
60,0,1400,0.05,2,0.2,4,1.2865999975863187,0.011613622374330938,-0.0005160732760291193,0.0,-0.0004630459596309837,-0.0007670050071264994
61,1,1400,0.05,2,0.2,4,1.286159075722049,0.0075891526228973865,-0.0005160686971144162,0.0,-0.0005028141553799964,-0.0007512108139975398
62,2,1400,0.05,2,0.2,4,1.2867227140183495,0.0033051364758064504,-0.0005101770335733869,0.0,-0.0005101814161270912,-0.001018533100794891
63,3,1400,0.05,2,0.2,4,1.2868160074482677,0.00795276658166129,-0.0005145946502952208,0.0,-0.0004925019467510714,-0.0007946557996328526
64,4,1400,0.05,2,0.2,4,1.2862234169026847,0.002721171457611425,-0.0005160671708369302,0.0,-0.0005145976701455103,-0.0009960115841968341
65,5,1400,0.05,2,0.2,4,1.2864739397572593,0.012622932722436074,-0.0004793072707134669,0.0,-0.0005147305947842772,-0.001024414002519462
66,6,1400,0.05,2,0.2,4,1.2862997491704116,0.002100449847635557,-0.00044389417061204464,0.0,-0.0005028141553799964,-0.0007874521066860985
67,7,1400,0.05,2,0.2,4,1.2862053273375909,0.008315740877720634,-0.0004438956194993943,0.0,-0.0005160809078179839,-0.0009914000115480732
68,8,1400,0.05,2,0.2,4,1.2866488387080721,0.004735662326421848,-0.0004925209147900774,0.0,-0.0004792469334417112,-0.0009172127765305864
69,9,1400,0.05,2,0.2,4,1.2861875348140446,0.009270950903744041,-0.0005145976701455103,0.0,-0.0005161419740400241,-0.0007929145805946905
70,0,300,0.04,2,0.2,4,1.2795739437878813,-0.00340289664935817,-0.002390340019859769,0.030157858611542486,-0.002294013595758578,-0.0044200483190569816
71,1,300,0.04,2,0.2,4,1.2816492348337996,-0.0036830332482372975,-0.002390641792685351,1.7631400941739458e-15,-0.002390340019859769,-0.0036113506376157884
72,2,300,0.04,2,0.2,4,1.2828633415959168,0.00762320937851026,-0.00239064179268535,0.09337544327964818,-0.002294013595758581,-0.004697745495270875
73,3,300,0.04,2,0.2,4,1.2819205092752946,-0.0023192288787695415,-0.002294013595758581,0.0,-0.0021332049842829434,-0.004745317339407206
74,4,300,0.04,2,0.2,4,1.2824408938617498,-0.0037323532702200762,-0.0024224400970205033,0.0,-0.002390340019859777,-0.004744076017880338
75,5,300,0.04,2,0.2,4,1.2816508652962606,-0.00528729904639703,-0.002390340019859769,0.06110589382768574,-0.002390340019859777,-0.004589822831882299
76,6,300,0.04,2,0.2,4,1.2825732404375914,-0.007053899923221586,-0.002390641792685351,0.0,-0.002390340019859777,-0.004663072115474269
77,7,300,0.04,2,0.2,4,1.280960662147572,-0.002782079009632156,-0.002390340019859777,0.14022077859177187,-0.00239064179268535,-0.0047519837056757995
78,8,300,0.04,2,0.2,4,1.280896401892609,0.005732085259210296,-0.0024225987437089657,0.0,-0.002390340019859777,-0.0036609697781856913
79,9,300,0.04,2,0.2,4,1.2811418369491283,-0.005389239771329395,-0.0024225987437089622,0.0,-0.002390340019859769,-0.0045799518697810186
80,0,500,0.11,2,0.2,4,1.2853628666026748,-0.0021915085852217734,-0.0014375854508194058,0.03166340605345357,-0.0014376511913176378,-0.0022392592416417747
81,1,500,0.11,2,0.2,4,1.288091606595717,-0.0014496778399384438,-0.0014375854508194058,0.01219798088003711,-0.001345114685875794,-0.0027609985399572
82,2,500,0.11,2,0.2,4,1.2868677996902802,-0.0028361828179340005,-0.0014029019146902387,-0.0026059751594917245,-0.0014379800248197146,-0.0023032922831758952
83,3,500,0.11,2,0.2,4,1.287463505986931,-0.0005399044857854761,-0.001345114685875794,0.007269712938420292,-0.001403170604321986,-0.00260551296066802
84,4,500,0.11,2,0.2,4,1.2871822735415004,-0.0032576161236541933,-0.001264834450173573,0.0053844911461299145,-0.0010328381772868268,-0.0027229906187455676
85,5,500,0.11,2,0.2,4,1.2859954212901281,-0.0037298249101733604,-0.001437651191317642,0.004925035979352026,-0.0012643549326279895,-0.0027019614991130765
86,6,500,0.11,2,0.2,4,1.2879947054395606,-0.0018549409645355064,-0.0012641950892426856,0.007269712938420292,-0.0014382432489620622,-0.0021554414126081925
87,7,500,0.11,2,0.2,4,1.2851106473694347,-0.0020639503088183517,-0.001437585450819404,-0.002410443875075687,-0.001437651191317642,-0.0020952526777528696
88,8,500,0.11,2,0.2,4,1.2873088877938568,-0.001027079490151061,-0.0014030213148815889,-0.0024472886947539962,-0.0010329756741374002,-0.0022331276699929367
89,9,500,0.11,2,0.2,4,1.2880010644767592,-0.004371997583891302,-0.0012643549326279901,0.016537744058006027,-0.001402931762126073,-0.0019314794687593899
90,0,700,0.06,2,0.2,4,1.2857818007770987,-0.0012669465029542183,-0.00102788624562938,-2.863605810489405e-15,-0.001010379038105846,-0.0018693319725973745
91,1,700,0.06,2,0.2,4,1.2856540270498573,-0.0016157935215287648,-0.0010339744976238115,-2.863605810489405e-15,-0.0008215633519272012,-0.0018757178902455793
92,2,700,0.06,2,0.2,4,1.285779269553082,-2.9684716542010885e-05,-0.0010338270290479571,0.0,-0.0010342204159270695,-0.0020498728841685564
93,3,700,0.06,2,0.2,4,1.285051558687185,0.01029388572500139,-0.0010279102922238742,-2.863605810489405e-15,-0.0010337778865798437,-0.0018143857103040649
94,4,700,0.06,2,0.2,4,1.2850907772304678,0.005539309753015073,-0.0010102104407143514,-2.863605810489405e-15,-0.0010101992036949383,-0.0020408531082916855
95,5,700,0.06,2,0.2,4,1.2859722641009201,-0.00040328198340712653,-0.001033888466782495,0.0,-0.001027958390322743,-0.0015744222661559276
96,6,700,0.06,2,0.2,4,1.2865951700503395,0.01214962119530795,-0.0009807279709045814,0.0,-0.0008864427466334143,-0.0020134266539577
97,7,700,0.06,2,0.2,4,1.2853332058303022,0.012819226165430903,-0.0010279102922238742,-2.863605810489405e-15,-0.0010279102922238742,-0.002060477288794204
98,8,700,0.06,2,0.2,4,1.2868416600303403,-0.001807072173236493,-0.0009394939871631186,0.005716799586851268,-0.0010102441538781118,-0.0019713756935152787
99,9,700,0.06,2,0.2,4,1.2852634213379845,0.0092527874548755,-0.001027886245629382,0.0,-0.0010279102922238742,-0.0020023582369481
100,0,1600,0.01,2,0.2,4,1.285900587526203,0.16255893245881067,-0.00045146906757194297,1.0,-0.0004469743397496821,-0.0006977839904954299
101,1,1600,0.01,2,0.2,4,1.2860808792117464,0.1593498585750327,-0.000450341705952772,1.0,-0.00044695958880284245,-0.0009019660702601245
102,2,1600,0.01,2,0.2,4,1.2859433162446583,0.15566570493191897,-0.0004514700892794889,1.0,-0.00045147008927948825,-0.0009017479860333608
103,3,1600,0.01,2,0.2,4,1.2859806726094476,0.15664863444252564,-0.00045034373020259676,1.0,-0.0004469625388830974,-0.0009006714635937096
104,4,1600,0.01,2,0.2,4,1.2856789424607316,0.1613935241332669,-0.000450341705952772,1.0,-0.0004413226192431078,-0.0009000270877536841
105,5,1600,0.01,2,0.2,4,1.2858582194772643,0.1577604210100919,-0.0004514700892794889,1.0,-0.0004514700892794889,-0.0008961815630523896
106,6,1600,0.01,2,0.2,4,1.2858400787565378,0.15536654519953036,-0.00045034373020259676,1.0,-0.000450341705952772,-0.0009001242728460447
107,7,1600,0.01,2,0.2,4,1.2859567167274761,0.1592245040869289,-0.00045146906757194297,1.0,-0.0004469625388830974,-0.0008993860611276761
108,8,1600,0.01,2,0.2,4,1.285762804607638,0.16016152283993887,-0.000450341705952772,1.0,-0.00044696745580111613,-0.0008984729518337913
109,9,1600,0.01,2,0.2,4,1.2858460308845738,0.15800251467088847,-0.0004413207484471206,1.0,-0.00045146906757194297,-0.0008934864975560727
110,0,1600,0.07,2,0.2,4,1.287713423350828,0.00703006102025253,-0.0003387052579621089,0.0,-0.0004413226192431048,-0.0008232812502908751
111,1,1600,0.07,2,0.2,4,1.2877802199221642,0.00832621615699654,-0.00044133197353894704,0.0,-0.00042330218020767985,-0.0006779808334661127
112,2,1600,0.07,2,0.2,4,1.2872549758928915,0.005055685938851709,-0.00044133945737562854,1.0196703163270054e-16,-0.0003962220179454599,-0.0008201453015344533
113,3,1600,0.07,2,0.2,4,1.2870558852949714,0.012000671145524434,-0.0004515058533817572,0.0,-0.0004514700892794889,-0.0008799979748245595
114,4,1600,0.07,2,0.2,4,1.287527293097439,0.003437143846919918,-0.0003793042167282598,1.0196703163270054e-16,-0.00045035385183702964,-0.0008994904201575015
115,5,1600,0.07,2,0.2,4,1.2873290171745497,0.00652936485715432,-0.00044696745580111613,0.0,-0.00045038422072968807,-0.0008470348346446112
116,6,1600,0.07,2,0.2,4,1.2875712949401743,0.006450156217179662,-0.0004232787206716701,1.0196703163270054e-16,-0.0004108745702503754,-0.000840324320293001
117,7,1600,0.07,2,0.2,4,1.2872501771878708,0.005229755780836168,-0.00045034373020259985,1.0196703163270054e-16,-0.0004233225142485904,-0.0006587722332279852
118,8,1600,0.07,2,0.2,4,1.2873138167145766,0.0026070647709309476,-0.0003793107419258136,0.0012363249638368272,-0.00045034170595277046,-0.0008587739216455669
119,9,1600,0.07,2,0.2,4,1.2870347048876352,0.0033872243847737353,-0.00039622643185546855,1.0196703163270054e-16,-0.0004108806581838332,-0.0008720244131300973
120,0,1500,0.08,2,0.2,4,1.2869582954503458,0.0016378181883950453,-0.0004816166161054966,-0.0013161915976214163,-0.0004495418991794097,-0.0008547144535775615
121,1,1500,0.08,2,0.2,4,1.287973987876078,0.005381444531491537,-0.00044955492004325703,0.0013179488627665056,-0.0004495753831163621,-0.0009597772747799301
122,2,1500,0.08,2,0.2,4,1.2879109096037589,0.010274429317293051,-0.00047647959546321213,0.0,-0.0004188001296154032,-0.0008666948201200627
123,3,1500,0.08,2,0.2,4,1.2877592728351483,0.007681778991200608,-0.0004700873617893798,-3.3422723462786577e-15,-0.0004764903125490355,-0.0006580439523959247
124,4,1500,0.08,2,0.2,4,1.2869899462385925,0.0063178488023463075,-0.0003994990347282687,-3.3422723462786577e-15,-0.00047006478687747926,-0.0006722621131030374
125,5,1500,0.08,2,0.2,4,1.287736031020574,0.006466854478323371,-0.0003263582772354347,0.0,-0.0004803657918844364,-0.0007171887242405083
126,6,1500,0.08,2,0.2,4,1.2874683541630791,0.009937565797617941,-0.00046108751278803046,0.0013179488627665056,-0.0004803657918844361,-0.0009652306552565118
127,7,1500,0.08,2,0.2,4,1.2875132890779653,0.003409501570713457,-0.0004701121976799326,0.0027075981491265035,-0.00047649864853930386,-0.0011288795598953598
128,8,1500,0.08,2,0.2,4,1.287745559486861,0.0039631347717147365,-0.00047648078621736854,-3.3422723462786577e-15,-0.0004764903125490355,-0.000730126637251969
129,9,1500,0.08,2,0.2,4,1.287815712220223,0.007487214004505627,-0.00041874704432549723,0.0027075981491265035,-0.0004803289477909583,-0.0009362978746290341
130,0,1300,0.01,2,0.2,4,1.2855743687816439,0.1611053832385449,-0.0005558326128825525,1.0,-0.0005541248031000538,-0.0011148113192992251
131,1,1300,0.01,2,0.2,4,1.28569198226851,0.16202738077648288,-0.0005541248031000544,1.0,-0.000528501508980826,-0.0010996195617391537
132,2,1300,0.01,2,0.2,4,1.2856292659517696,0.16059459093973047,-0.0005541248031000538,1.0,-0.0005490012996389579,-0.0010916850778077889
133,3,1300,0.01,2,0.2,4,1.2854898589100943,0.1568472191935027,-0.0005558345200601174,1.0,-0.0005404584619708015,-0.001117299972363196
134,4,1300,0.01,2,0.2,4,1.2855491995789978,0.16126042293056803,-0.0005284999539698941,1.0,-0.0005558345200601158,-0.0011127295059669554
135,5,1300,0.01,2,0.2,4,1.2856391646091352,0.16146521528152558,-0.0005541248031000544,1.0,-0.0005541285734642562,-0.0013000408896965388
136,6,1300,0.01,2,0.2,4,1.285560718536315,0.16076066206011294,-0.0005558402417110471,1.0,-0.0005541248031000538,-0.001095594432602636
137,7,1300,0.01,2,0.2,4,1.2855975585292099,0.16200800737879037,-0.0005541248031000538,1.0,-0.0005490012996389562,-0.001108582549734998
138,8,1300,0.01,2,0.2,4,1.285444827602966,0.16076172283371257,-0.0005541285734642562,1.0,-0.0005541248031000538,-0.0008290889110404571
139,9,1300,0.01,2,0.2,4,1.2855257479890627,0.16171875664482296,-0.0005541285734642571,1.0,-0.0005541361144190161,-0.0011148980829258366
140,0,1400,0.08,2,0.2,4,1.287799517012068,0.0020899318363122683,-0.0004630459596309837,0.0,-0.00044389417061204437,-0.0009954673588498542
141,1,1400,0.08,2,0.2,4,1.2879660523463035,0.002616507688209309,-0.0005145946502952206,1.1574433311710162e-15,-0.0005028113973397061,-0.0005738806140197529
142,2,1400,0.08,2,0.2,4,1.2875471607207405,0.0036498930146639666,-0.0005160686971144162,0.0,-0.0003967592348131268,-0.0009834667812089826
143,3,1400,0.08,2,0.2,4,1.2879737684463985,0.00423364256378702,-0.000479246933441711,-0.0009632600306737212,-0.0004792670440456924,-0.0007130362491104907
144,4,1400,0.08,2,0.2,4,1.287187540902862,0.009834054549530428,-0.0005028196715855852,0.0,-0.0004630759510812761,-0.0010060660620168766
145,5,1400,0.08,2,0.2,4,1.287569258607627,0.011491919000685004,-0.0005028527723502839,0.0,-0.0005146792256661247,-0.0006301918711578154
146,6,1400,0.08,2,0.2,4,1.2882083221330296,0.010514374865466133,-0.00042181164963526286,-0.0009632600306737212,-0.0004630431480518696,-0.0009911529444951797
147,7,1400,0.08,2,0.2,4,1.2867017160428633,0.00533419880209247,-0.0005101989474245708,0.001411125518457547,-0.0005160732760291193,-0.0009858686827446627
148,8,1400,0.08,2,0.2,4,1.2880595993683561,0.0035769732472356666,-0.00047926704404569013,0.0,-0.0005028527723502849,-0.0009219720998608399
149,9,1400,0.08,2,0.2,4,1.2877367532083228,0.007892259533445349,-0.0005145946502952208,0.0,-0.0005160809078179839,-0.0009831234106282198
150,0,1300,0.1,2,0.2,4,1.2887278506153712,0.003839648064064362,-0.000528506174086725,0.0019177986237192608,-0.0005490067571593468,-0.0007795063263316773
151,1,1300,0.1,2,0.2,4,1.288530213486855,0.004395418491395904,-0.0005558326128825525,0.003055219584037631,-0.000446501900404793,-0.0007458054537328062
152,2,1300,0.1,2,0.2,4,1.2887803446298753,0.002827191308963929,-0.0005285248355472466,0.0019177986237192608,-0.0004943436781557872,-0.0010452195484905186
153,3,1300,0.1,2,0.2,4,1.2889697448363029,0.0014500185580107522,-0.0005131255209304664,-0.0010282199282603468,-0.0005287629153804537,-0.0010764232829257878
154,4,1300,0.1,2,0.2,4,1.2887242965389178,0.0091831335034316,-0.0005541361144190161,-0.0004704478552985639,-0.00049438827148495,-0.0009746189672559968
155,5,1300,0.1,2,0.2,4,1.2884378579803026,0.009217770414611326,-0.00038499518462697144,0.003117398844822365,-0.00054930716043256,-0.0007802301340771048
156,6,1300,0.1,2,0.2,4,1.2876607564680822,0.004840128251358604,-0.0004722000200291394,0.003117398844822365,-0.0005407697621862372,-0.0011071805818861575
157,7,1300,0.1,2,0.2,4,1.288849540492694,0.0055223747447359596,-0.00047212711958561195,-0.0001798164551938718,-0.0004722000200291394,-0.0010310895596839535
158,8,1300,0.1,2,0.2,4,1.2887437508581947,0.00575715999151843,-0.0004721304339340737,0.004683096166988816,-0.0005404926466190898,-0.0010964966305900303
159,9,1300,0.1,2,0.2,4,1.288567103898954,0.0028865500176352885,-0.0005285139494919298,0.004683096166988816,-0.0005285559416859662,-0.0009044079627560525
160,0,1000,0.04,2,0.2,4,1.2856759014713621,0.022437056043037494,-0.0005381475733367217,0.0,-0.0006508451017580721,-0.0014210388997635817
161,1,1000,0.04,2,0.2,4,1.2860522309626972,0.009487676598355038,-0.0006507663061503169,0.0,-0.0007202410601597918,-0.0012994939287406348
162,2,1000,0.04,2,0.2,4,1.2853292659146756,0.0071958861348985406,-0.0007114196074005497,0.0,-0.000697010814974739,-0.0010968276509807531
163,3,1000,0.04,2,0.2,4,1.2856751329405685,0.016890216815232235,-0.0007201500333119888,0.0,-0.000711407766553299,-0.0014121276289905862
164,4,1000,0.04,2,0.2,4,1.286129661279561,0.022874410404432995,-0.0007201500333119888,0.0,-0.0007201169409504822,-0.0012599491220551908
165,5,1000,0.04,2,0.2,4,1.2857868875875051,0.016268599829907204,-0.0006507715587952983,0.0,-0.0007114196074005502,-0.001377673723527209
166,6,1000,0.04,2,0.2,4,1.2854738071656988,0.013333664626375603,-0.000650766306150316,0.0,-0.0006767664139728427,-0.0010980601609586326
167,7,1000,0.04,2,0.2,4,1.2856219106958886,0.01676084311763529,-0.0007200921245849313,0.0,-0.0007114077665532986,-0.0013541971714064185
168,8,1000,0.04,2,0.2,4,1.2854263552720573,0.01811109060179656,-0.0007200921245849328,0.0,-0.0007201169409504825,-0.0014147429276923904
169,9,1000,0.04,2,0.2,4,1.2860355978028164,0.010456863063521591,-0.0007230209367472208,0.0,-0.0007201914049936231,-0.0013767403832215864
170,0,1000,0.03,2,0.2,4,1.2852149463621663,0.023016406522276642,-0.000720067310718887,0.0,-0.0007114393433891338,-0.0013923505711779212
171,1,1000,0.03,2,0.2,4,1.2855899859856472,0.011960604245579438,-0.0006767568369627461,0.0,-0.0007230587345968667,-0.0014298672679633085
172,2,1000,0.03,2,0.2,4,1.2852828834694552,0.006106517841030609,-0.0007229579532015509,0.0,-0.0006970398808420278,-0.001096608564850142
173,3,1000,0.03,2,0.2,4,1.2856686929613435,0.016923506262289736,-0.0007230209367472197,0.0,-0.0007114196074005497,-0.0013409591557588187
174,4,1000,0.03,2,0.2,4,1.2855579121346705,0.03907243696319172,-0.0007230209367472197,0.0,-0.000711407766553299,-0.0015416688328368632
175,5,1000,0.03,2,0.2,4,1.285084286276448,0.027833191087129967,-0.0007200673107188863,0.0,-0.000720067310718887,-0.0011166421949626551
176,6,1000,0.03,2,0.2,4,1.2852217584859318,0.01579766265586828,-0.0006190040554194146,0.0,-0.0007200755817314178,-0.0013421586567215185
177,7,1000,0.03,2,0.2,4,1.2853125018638618,0.02467144717030357,-0.0007229915424200596,0.0,-0.0007200921245849313,-0.0014009528632646332
178,8,1000,0.03,2,0.2,4,1.2852164865809135,0.015660813756181995,-0.0007229579532015509,0.0,-0.0007201500333119861,-0.00143654248708036
179,9,1000,0.03,2,0.2,4,1.2855637688070805,0.19513001287021747,-0.0007201500333119861,0.0,-0.0007115459446816244,-0.0013724332753663037
180,0,1000,0.02,2,0.2,4,1.2851213910592691,0.1777539314529374,-0.0007200673107188863,0.0,-0.000696967222280592,-0.0014262088294696206
