,step,n_samples,n_centers,n_features,k,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
223,3,1600,2,11,2,0.2,22,3.362969529902811,1.0,1.0,0.0,1.0,0.9597460339912623
224,4,1600,2,11,2,0.2,22,3.286115184043683,1.0,1.0,0.0,1.0,0.9801190715261574
225,5,1600,2,11,2,0.2,22,3.2602734426240723,1.0,1.0,0.0,1.0,0.9733286453380098
226,6,1600,2,11,2,0.2,22,2.8198061856849495,1.0,0.9930677735354669,0.0,1.0,0.9887626786924969
227,7,1600,2,11,2,0.2,22,3.0187072845335363,1.0,1.0,0.0,1.0,1.0
228,8,1600,2,11,2,0.2,22,3.180135813791107,1.0,0.9930677735354672,0.0,1.0,0.9819067808823998
229,9,1600,2,11,2,0.2,22,2.3867955866963526,1.0,1.0,0.0,1.0,0.9822082363929965
230,0,1500,3,9,3,0.2,18,2.600556172148467,0.7334753100145155,0.9829722703836115,-1.6169096757089794e-15,1.0,0.9829722703836112
231,1,1500,3,9,3,0.2,18,1.939601746549346,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,0.9960515904058945
232,2,1500,3,9,3,0.2,18,2.981769259445609,0.7334753100145155,0.9487259653057819,-1.6169096757089794e-15,0.9527024792538297,0.6816814092130019
233,3,1500,3,9,3,0.2,18,2.5898590547042453,0.7334753100145155,0.9956166555348853,-1.6169096757089794e-15,1.0,0.9956166555348853
234,4,1500,3,9,3,0.2,18,2.6848848068646647,0.7334753100145155,0.9858355742402131,-1.6169096757089794e-15,1.0,0.9786709734668789
235,5,1500,3,9,3,0.2,18,2.514803676710734,0.7334753100145155,0.9956166555348853,-1.6169096757089794e-15,0.9956166555348853,0.9956166555348853
236,6,1500,3,9,3,0.2,18,2.6686465872231704,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
237,7,1500,3,9,3,0.2,18,2.6348368870671153,0.7334753100145155,0.9956166555348853,-1.6169096757089794e-15,1.0,0.9956166555348853
238,8,1500,3,9,3,0.2,18,2.380179344553069,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
239,9,1500,3,9,3,0.2,18,1.9503735712778763,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
240,0,1300,2,11,2,0.2,22,3.2493790263439015,1.0,1.0,0.0,1.0,1.0
241,1,1300,2,11,2,0.2,22,2.6392082370479315,1.0,1.0,0.0,1.0,0.9839732294950523
242,2,1300,2,11,2,0.2,22,3.2412340930940635,1.0,0.9849346737592053,0.0,0.9916976958773092,0.9542804986016331
243,3,1300,2,11,2,0.2,22,3.352167108319823,1.0,1.0,0.0,1.0,0.9682364548832367
244,4,1300,2,11,2,0.2,22,3.2677614193077518,1.0,1.0,0.0,1.0,0.9710448200700323
245,5,1300,2,11,2,0.2,22,3.2642407188123035,1.0,1.0,0.0,1.0,0.9638691739944986
246,6,1300,2,11,2,0.2,22,2.820163979150328,1.0,0.9916976958773089,0.0,1.0,0.9916976958773092
247,7,1300,2,11,2,0.2,22,3.019723543525992,1.0,1.0,0.0,1.0,1.0
248,8,1300,2,11,2,0.2,22,3.191201661457169,1.0,0.9916976958773092,0.0,1.0,0.9632147474634116
249,9,1300,2,11,2,0.2,22,2.3883386431431717,1.0,1.0,0.0,1.0,1.0
250,0,1200,4,11,4,0.2,22,4.342719392698779,0.5766148017986972,1.0,0.0,1.0,0.0
251,1,1200,4,11,4,0.2,22,4.4402164630304854,0.0,1.0,0.0,1.0,0.0
252,2,1200,4,11,4,0.2,22,3.81836094144589,0.6662645957639587,1.0,0.0,1.0,0.5766148017986972
253,3,1200,4,11,4,0.2,22,4.005102685092226,0.0,0.9871792071015678,0.0,0.9871792071015678,0.5766148017986972
254,4,1200,4,11,4,0.2,22,4.468371710487316,0.0,1.0,0.0,1.0,0.0
255,5,1200,4,11,4,0.2,22,4.121499686418843,0.5766148017986972,1.0,0.0,1.0,0.5766148017986972
256,6,1200,4,11,4,0.2,22,4.121710142690553,0.6662645957639587,1.0,0.0,1.0,0.0
257,7,1200,4,11,4,0.2,22,4.306016276084431,0.0,0.984646440162394,0.0,0.9871792071015678,0.0
258,8,1200,4,11,4,0.2,22,4.136639544042989,0.0,1.0,0.0,1.0,0.5766148017986972
259,9,1200,4,11,4,0.2,22,4.0451800445841055,0.5766148017986972,1.0,0.0,1.0,0.0
260,0,1300,5,9,5,0.2,18,3.898043868668675,-1.103712560561267e-15,1.0,-1.103712560561267e-15,1.0,-1.103712560561267e-15
261,1,1300,5,9,5,0.2,18,3.713682624628849,0.5891723377048904,1.0,-1.103712560561267e-15,1.0,-1.103712560561267e-15
262,2,1300,5,9,5,0.2,18,3.371785790141979,0.5891723377048902,0.9968522286991117,-1.103712560561267e-15,0.9900693884759928,0.47358013393462584
263,3,1300,5,9,5,0.2,18,3.86814274507268,0.5808654899996316,0.9887428038480262,-1.103712560561267e-15,0.9842840939158156,-1.103712560561267e-15
264,4,1300,5,9,5,0.2,18,3.672911804912573,0.4245791583420059,0.9802237697791027,-1.103712560561267e-15,0.9880767695519549,-1.103712560561267e-15
265,5,1300,5,9,5,0.2,18,3.7168986864124878,0.5891723377048902,1.0,-1.103712560561267e-15,0.9968522286991117,-1.103712560561267e-15
266,6,1300,5,9,5,0.2,18,3.9433911854740913,-1.103712560561267e-15,0.9887428038480262,-1.103712560561267e-15,0.9912236356280566,-1.103712560561267e-15
267,7,1300,5,9,5,0.2,18,3.7661411584697815,-1.103712560561267e-15,0.9569612192331811,-1.103712560561267e-15,0.8283085021436885,-1.103712560561267e-15
268,8,1300,5,9,5,0.2,18,3.908137832870599,1.0,1.0,-1.103712560561267e-15,1.0,-1.103712560561267e-15
269,9,1300,5,9,5,0.2,18,3.835101424263882,0.5891723377048904,0.9921379775934855,-1.103712560561267e-15,0.9900693884759928,-1.103712560561267e-15
270,0,1000,3,10,3,0.2,20,3.008449773158239,0.7206191787100902,0.965148934363005,1.1463900032190148e-15,0.974014072067026,0.9597711887355048
271,1,1000,3,10,3,0.2,20,2.6532723088444916,0.7332037453413731,1.0,1.1463900032190148e-15,1.0,1.0
272,2,1000,3,10,3,0.2,20,2.680800596921423,0.733203745341373,0.9843760567708448,1.1463900032190148e-15,0.9937902427485361,0.9843760567708448
273,3,1000,3,10,3,0.2,20,2.8655998012109394,0.7206191787100902,0.9826388617340973,1.1463900032190148e-15,0.9826388617340975,0.9766581634038989
274,4,1000,3,10,3,0.2,20,2.545967206469961,0.733203745341373,1.0,1.1463900032190148e-15,1.0,1.0
275,5,1000,3,10,3,0.2,20,2.346650863812225,0.7332037453413731,1.0,1.1463900032190148e-15,1.0,1.0
276,6,1000,3,10,3,0.2,20,2.1578936381100173,0.7332037453413731,1.0,1.1463900032190148e-15,1.0,1.0
277,7,1000,3,10,3,0.2,20,2.5976111782757187,0.733203745341373,0.9937902427485361,1.1463900032190148e-15,1.0,0.9937902427485361
278,8,1000,3,10,3,0.2,20,2.7679580953828475,0.733203745341373,1.0,1.1463900032190148e-15,1.0,1.0
279,9,1000,3,10,3,0.2,20,2.3083205543272394,0.7337097087878175,0.9888473650715078,1.1463900032190148e-15,0.9843802038042336,0.9888473650715078
280,0,1300,9,8,9,0.2,16,3.40079369526254,1.0,1.0,0.27284121642657244,1.0,-4.477608080245205e-16
281,1,1300,9,8,9,0.2,16,3.4386951482387995,1.0,0.995774477963868,0.26813397709190084,0.9978860068067971,-4.477608080245205e-16
282,2,1300,9,8,9,0.2,16,3.447972621046153,0.4721622170429795,0.9957720150714592,0.264261394744499,0.9936592466971067,0.2717532219001633
283,3,1300,9,8,9,0.2,16,3.4172597186285985,0.4479390247141507,0.9694882940485149,0.24514242705402853,0.9074706050882771,-4.477608080245205e-16
284,4,1300,9,8,9,0.2,16,3.4196765533581575,0.44823142431470603,0.9906020802046526,0.26813397709190084,0.9892858802301945,-4.477608080245205e-16
285,5,1300,9,8,9,0.2,16,3.4049836565858893,1.0,1.0,0.27284121642657244,1.0,-4.477608080245205e-16
286,6,1300,9,8,9,0.2,16,3.4829099208805103,0.9957707888014032,0.9899270761390829,0.27284121642657244,0.9863838963170978,-4.477608080245205e-16
287,7,1300,9,8,9,0.2,16,3.3585939040807324,0.47535134272863366,0.9899159762964239,0.26813397709190084,0.9736596269983187,-4.477608080245205e-16
288,8,1300,9,8,9,0.2,16,3.4361533074559634,0.44823142431470603,0.99108931199802,0.27284121642657244,0.9846204329058048,-4.477608080245205e-16
289,9,1300,9,8,9,0.2,16,3.5044357345765906,0.47535134272863366,0.9821848279600178,0.27284121642657244,0.9812286086757075,-4.477608080245205e-16
290,0,1500,2,11,2,0.2,22,3.246218512976298,1.0,1.0,0.0,1.0,0.9812537313789066
291,1,1500,2,11,2,0.2,22,2.6355030971511213,1.0,1.0,0.0,1.0,0.987078154973376
292,2,1500,2,11,2,0.2,22,3.240535490209261,1.0,0.9926675046506086,0.0,0.9926675046506086,0.9740591919103824
293,3,1500,2,11,2,0.2,22,3.3606292625864382,1.0,1.0,0.0,1.0,0.9489266801777478
294,4,1500,2,11,2,0.2,22,3.275741949230582,1.0,1.0,0.0,1.0,0.9881433554330247
295,5,1500,2,11,2,0.2,22,3.273061542658138,1.0,1.0,0.0,1.0,0.9392122503812276
296,6,1500,2,11,2,0.2,22,2.82016511456653,1.0,0.9926675046506086,0.0,1.0,0.9517907877447795
297,7,1500,2,11,2,0.2,22,3.0183219354736806,1.0,1.0,0.0,1.0,1.0
298,8,1500,2,11,2,0.2,22,3.18320007288826,1.0,0.9926675046506086,0.0,1.0,0.969907712176964
299,9,1500,2,11,2,0.2,22,2.392856030443472,1.0,1.0,0.0,1.0,1.0
300,0,1100,4,5,4,0.2,10,2.438640374037382,0.0,0.9608042408114372,0.3362924507106945,0.9564457714953092,0.5765650370871993
301,1,1100,4,5,4,0.2,10,2.6195022507964505,0.5669667028253965,0.9706538739431532,0.3095703985396813,0.9706538739431532,0.8243575193041832
302,2,1100,4,5,4,0.2,10,2.072029711169575,0.6662279121198111,0.9344230181844039,0.21990118002943254,0.9068045489393827,0.8192088477639913
303,3,1100,4,5,4,0.2,10,2.421778858188238,0.6662279121198111,0.9552048028853475,0.2996283979374284,0.9397836105660158,0.5985698054142542
304,4,1100,4,5,4,0.2,10,2.6089076806517824,1.0,1.0,0.5378759506093335,1.0,0.6662279121198111
305,5,1100,4,5,4,0.2,10,2.652529538856449,0.0,0.9297404869546112,0.25955576253446894,0.9189734560713626,0.0
306,6,1100,4,5,4,0.2,10,2.240582240277615,0.0,0.9259601352525979,0.394561741773806,0.9151252571194731,0.5765650370871993
307,7,1100,4,5,4,0.2,10,2.5872073195263283,0.9956480214892611,0.9862390978917563,0.4776537930889024,0.9922078166747053,0.5765650370871993
308,8,1100,4,5,4,0.2,10,2.6115546449512244,0.9912984450979072,0.9912972388349541,0.2614093385267343,0.9804136173110587,0.0
309,9,1100,4,5,4,0.2,10,2.206845181761175,0.6662279121198111,0.9912960325691159,0.3196912890875467,0.9878558080259272,0.8518494643678398
310,0,1500,2,11,2,0.2,22,3.246218512976298,1.0,1.0,0.0,1.0,0.9812537313789066
311,1,1500,2,11,2,0.2,22,2.6355030971511213,1.0,1.0,0.0,1.0,0.987078154973376
312,2,1500,2,11,2,0.2,22,3.240535490209261,1.0,0.9926675046506086,0.0,0.9926675046506086,0.9740591919103824
313,3,1500,2,11,2,0.2,22,3.3606292625864382,1.0,1.0,0.0,1.0,0.9489266801777478
314,4,1500,2,11,2,0.2,22,3.275741949230582,1.0,1.0,0.0,1.0,0.9881433554330247
315,5,1500,2,11,2,0.2,22,3.273061542658138,1.0,1.0,0.0,1.0,0.9392122503812276
316,6,1500,2,11,2,0.2,22,2.82016511456653,1.0,0.9926675046506086,0.0,1.0,0.9517907877447795
317,7,1500,2,11,2,0.2,22,3.0183219354736806,1.0,1.0,0.0,1.0,1.0
318,8,1500,2,11,2,0.2,22,3.18320007288826,1.0,0.9926675046506086,0.0,1.0,0.969907712176964
319,9,1500,2,11,2,0.2,22,2.392856030443472,1.0,1.0,0.0,1.0,1.0
320,0,1500,2,14,2,0.2,28,3.1314311352175075,1.0,1.0,0.0,1.0,0.9834557389090294
321,1,1500,2,14,2,0.2,28,3.6804684781946766,1.0,1.0,0.0,1.0,1.0
322,2,1500,2,14,2,0.2,28,3.562998937566032,1.0,1.0,0.0,1.0,0.9881433554330247
323,3,1500,2,14,2,0.2,28,3.5065475634366363,1.0,1.0,0.0,1.0,0.9906718485899387
324,4,1500,2,14,2,0.2,28,2.5879226413805516,1.0,1.0,0.0,1.0,0.958513765566168
325,5,1500,2,14,2,0.2,28,3.5645250589895214,1.0,0.9926675046506086,0.0,1.0,0.989035092612501
326,6,1500,2,14,2,0.2,28,3.2312940808126096,1.0,1.0,0.0,1.0,0.9845670372376624
327,7,1500,2,14,2,0.2,28,3.7790126211932416,1.0,1.0,0.0,1.0,0.9653456473966421
328,8,1500,2,14,2,0.2,28,3.1441498402390415,1.0,1.0,0.0,1.0,0.9681612106738251
329,9,1500,2,14,2,0.2,28,3.506759747983266,1.0,1.0,0.0,1.0,0.9632080791442872
330,0,1400,3,11,3,0.2,22,2.9218261373919012,0.7335812981447939,0.9953482939356191,-1.078710241876221e-15,1.0,0.9953482939356191
331,1,1400,3,11,3,0.2,22,2.4687549784340375,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,1.0
332,2,1400,3,11,3,0.2,22,2.920138027750795,0.7335812981447939,0.9635892633012538,-1.078710241876221e-15,0.9612319988284606,0.7335812981447939
333,3,1400,3,11,3,0.2,22,2.772611291108032,0.733219287681954,1.0,-1.078710241876221e-15,1.0,1.0
334,4,1400,3,11,3,0.2,22,2.8379430323418102,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,0.9809213863843058
335,5,1400,3,11,3,0.2,22,2.6340210912567796,0.733219287681954,1.0,-1.078710241876221e-15,1.0,0.9941291790891291
336,6,1400,3,11,3,0.2,22,2.9836798652232326,0.7335812981447939,0.9881904724058144,-1.078710241876221e-15,0.9953482939356191,0.9840499694334773
337,7,1400,3,11,3,0.2,22,2.887889722674988,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,1.0
338,8,1400,3,11,3,0.2,22,2.445801093265989,0.733219287681954,1.0,-1.078710241876221e-15,1.0,1.0
339,9,1400,3,11,3,0.2,22,2.1551751316749446,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,1.0
340,0,1500,3,13,3,0.2,26,3.067165473281308,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,0.9830823728070461
341,1,1500,3,13,3,0.2,26,2.8967246589645055,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
342,2,1500,3,13,3,0.2,26,3.296347164094797,0.7334753100145155,0.9527024792538297,-1.6169096757089794e-15,0.9527024792538297,0.7334753100145155
343,3,1500,3,13,3,0.2,26,3.0050537982742607,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
344,4,1500,3,13,3,0.2,26,2.730134123836413,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,0.9978119663117361
345,5,1500,3,13,3,0.2,26,3.571431044622466,0.7334753100145155,0.9956166555348853,-1.6169096757089794e-15,1.0,0.724197090813878
346,6,1500,3,13,3,0.2,26,2.869886673738874,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
347,7,1500,3,13,3,0.2,26,2.67786824763725,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,0.9938776902954749
348,8,1500,3,13,3,0.2,26,2.9700512088169697,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,1.0
349,9,1500,3,13,3,0.2,26,3.0842838799106804,0.7334753100145155,1.0,-1.6169096757089794e-15,1.0,0.9915593657618915
350,0,1300,2,2,2,0.2,4,1.2365335794124324,0.24095632300384873,0.3238683626614813,0.10240854179167343,0.26098179889009654,0.0
351,1,1300,2,2,2,0.2,4,0.8884585753722326,0.9570071973113469,0.9043494589828133,0.030968955103887346,0.896609117003843,0.908305337098926
352,2,1300,2,2,2,0.2,4,1.1515355379741978,0.49949864861054033,0.6351171667329432,0.0528264294147851,0.6331173637937604,0.6794980787509984
353,3,1300,2,2,2,0.2,4,1.1584054836663418,0.5888622681513499,0.5916903088291409,0.06489027316450673,0.5034122381022528,0.0
354,4,1300,2,2,2,0.2,4,1.2499602071282694,0.043595449044789465,0.2878339555000945,0.11778198155328648,0.25468567529263597,0.0750862249556604
355,5,1300,2,2,2,0.2,4,1.2373455399849522,0.025205214750053346,0.03897905594523277,0.15542815884349057,0.14733530682481752,0.06169000498024551
356,6,1300,2,2,2,0.2,4,1.2314607914639675,0.5726328949476711,0.47227722354770435,0.07110458443054721,0.40419426458574564,0.05748717403215771
357,7,1300,2,2,2,0.2,4,1.2339478830545725,0.7029563565680791,0.5428503814637669,0.07181951885849676,0.5328793451943901,0.0
358,8,1300,2,2,2,0.2,4,1.2377463162739464,0.8174190298519848,0.7431679828066529,0.04532594503314166,0.7098022915268397,0.7608927581660232
359,9,1300,2,2,2,0.2,4,0.8744780084329694,0.9621223726500541,0.9290858236307428,0.8744942078075311,0.9247815182663007,0.9379572824881345
360,0,1100,3,8,3,0.2,16,2.412281322362468,0.7335541500740465,0.9745749101530967,0.0,0.9855641875414698,0.9745749101530967
361,1,1100,3,8,3,0.2,16,2.7221032717369797,0.7335541500740465,0.9885560990852414,0.0,0.9897040199692102,0.9834929732905934
362,2,1100,3,8,3,0.2,16,2.4146805671189893,0.7330931739630654,0.9780514540245385,0.0,0.9618458684821708,0.724351066545548
363,3,1100,3,8,3,0.2,16,2.533136299778562,0.7335541500740465,0.9817059319346565,0.0,0.9855641875414698,0.9651809545174719
364,4,1100,3,8,3,0.2,16,2.108957035741131,1.0,1.0,0.0,1.0,1.0
365,5,1100,3,8,3,0.2,16,2.6682292739448674,0.7335541500740465,0.9817059319346565,0.0,1.0,0.9855641875414698
366,6,1100,3,8,3,0.2,16,2.4569169652400173,0.7267763561920342,0.9503297788521178,0.0,0.9885560990852414,0.9482918671366766
367,7,1100,3,8,3,0.2,16,2.39487836618933,0.7335541500740465,1.0,0.0,1.0,1.0
368,8,1100,3,8,3,0.2,16,2.459348848740259,0.7330931739630654,1.0,0.0,1.0,1.0
369,9,1100,3,8,3,0.2,16,2.2000435193034464,0.7335541500740465,1.0,0.0,1.0,1.0
370,0,1200,2,10,2,0.2,20,2.9720147957778904,0.9838710426400776,0.9772697512162112,0.0,0.9838710426400774,0.9772697512162112
371,1,1200,2,10,2,0.2,20,3.147420706629944,0.9911017078685256,0.9838710426400774,0.0,0.9911017078685256,0.9670381269760415
372,2,1200,2,10,2,0.2,20,2.8131517178490095,1.0,1.0,0.0,1.0,0.9751490156251493
373,3,1200,2,10,2,0.2,20,3.0425535942936808,1.0,0.9838710426400776,0.0,0.9911017078685256,0.9685194591792579
374,4,1200,2,10,2,0.2,20,2.6075261290056204,1.0,1.0,0.0,1.0,0.9637395951360156
375,5,1200,2,10,2,0.2,20,2.7614461716674765,1.0,0.9911017078685256,0.0,0.9911017078685256,0.9911017078685256
376,6,1200,2,10,2,0.2,20,2.5595980274833328,1.0,1.0,0.0,1.0,0.9605089129999445
377,7,1200,2,10,2,0.2,20,2.5398781993196584,1.0,1.0,0.0,1.0,0.9887584449302003
378,8,1200,2,10,2,0.2,20,2.8866848611978693,1.0,1.0,0.0,1.0,0.9531460565327866
379,9,1200,2,10,2,0.2,20,2.5221315769061814,1.0,1.0,0.0,1.0,1.0
380,0,1000,6,4,6,0.2,8,2.0535006081105855,0.9764190715664771,0.9428391420562783,0.5429324975543396,0.9066326527967865,0.3935296853607642
381,1,1000,6,4,6,0.2,8,2.200714500525779,0.4937259278252571,0.9058758176228782,0.4492476964885765,0.8687404709394471,-6.62259103359037e-16
382,2,1000,6,4,6,0.2,8,1.9574973013201988,0.5235485537274795,0.928030808392116,0.49947656059480305,0.8885250374005488,0.37741611283310667
383,3,1000,6,4,6,0.2,8,2.1699884143004957,0.4437780229752669,0.8676493572283425,0.45618266451706335,0.8493419356180627,0.3843345973353528
384,4,1000,6,4,6,0.2,8,2.2590548641252135,0.9931276052748511,0.9870393676996181,0.6437931363459355,0.9846789083781567,0.3997558756397414
385,5,1000,6,4,6,0.2,8,2.180619816782686,0.5189279155863246,0.8835307347265839,0.4906426880281269,0.6908796039414702,-6.62259103359037e-16
386,6,1000,6,4,6,0.2,8,2.0780656972663185,0.49311404363272954,0.8751924893559224,0.48324271471956187,0.8281755015932366,0.46908709184571235
387,7,1000,6,4,6,0.2,8,2.2094980813596683,0.996562968475046,0.9915413581758616,0.5865113618429334,0.9915413581758615,-6.62259103359037e-16
388,8,1000,6,4,6,0.2,8,2.004218722133701,0.5172284752218,0.8088113475113577,0.4856288427859545,0.7827853440364337,0.4870193376868243
389,9,1000,6,4,6,0.2,8,2.1530281846739108,0.963212082811138,0.9443831381973776,0.5429324975543396,0.9360587708338854,0.6583720104294716
390,0,500,3,8,3,0.2,16,2.4239859152660412,0.7334012369626346,0.9801862021434332,2.292786273673613e-15,0.98882675496318,0.98882675496318
391,1,500,3,8,3,0.2,16,2.6909592666198767,0.7334012369626346,1.0,2.292786273673613e-15,1.0,1.0
392,2,500,3,8,3,0.2,16,2.4278742599758796,0.7323841712091002,0.9724850954293088,2.292786273673613e-15,0.9588061580253568,0.7190662021791743
393,3,500,3,8,3,0.2,16,2.5310063681142903,0.7334012369626346,0.9776586779897777,2.292786273673613e-15,0.9725012505694948,0.9776586779897777
394,4,500,3,8,3,0.2,16,2.0720921259106317,0.7334012369626346,1.0,2.292786273673613e-15,1.0,1.0
395,5,500,3,8,3,0.2,16,2.620852599713751,0.7323841712091002,0.9725012505694948,2.292786273673613e-15,1.0,0.9500838249958146
396,6,500,3,8,3,0.2,16,2.4192651825803724,0.7203026855273754,0.9527171874017565,2.292786273673613e-15,0.980186202143433,0.9433074675962444
397,7,500,3,8,3,0.2,16,2.3754412400520093,0.7334012369626346,1.0,2.292786273673613e-15,1.0,1.0
398,8,500,3,8,3,0.2,16,2.3949903630291436,0.7323841712091002,1.0,2.292786273673613e-15,1.0,1.0
399,9,500,3,8,3,0.2,16,2.2410074385451604,0.7334012369626346,1.0,2.292786273673613e-15,1.0,1.0
400,0,1200,7,6,7,0.2,12,2.6934410676390046,0.0,0.9315188570159053,0.3125308059297426,0.829150082451383,0.0
401,1,1200,7,6,7,0.2,12,2.742607949920691,0.9973492132666828,1.0,0.35851693364983117,0.9899951263779946,0.32132911886394444
402,2,1200,7,6,7,0.2,12,2.627527790003289,0.5185985795210386,0.9242474418122366,0.3190491790905315,0.7955819244587349,0.0
403,3,1200,7,6,7,0.2,12,2.7887568784985253,0.5114077597216564,0.9618556982339519,0.3375075015980525,0.9592204113989526,0.0
404,4,1200,7,6,7,0.2,12,2.968500445249868,0.9853020501884305,0.9849113005544599,0.34734440834450325,0.9793234417926583,0.0
405,5,1200,7,6,7,0.2,12,2.9388765350632484,0.5187335847341813,0.966460511947933,0.341937493681841,0.9631976622226719,0.3462947215050083
406,6,1200,7,6,7,0.2,12,2.8757522737120693,0.4657542160489898,0.9334651869925218,0.32961580581382344,0.9035901268788085,0.0
407,7,1200,7,6,7,0.2,12,2.9325123024395645,0.5112018336736855,0.9626712406235802,0.3157474421591419,0.9564347969243422,0.0
408,8,1200,7,6,7,0.2,12,2.759768905437969,0.9875672053685667,0.9807800715363243,0.341937493681841,0.9693065769842433,0.0
409,9,1200,7,6,7,0.2,12,2.9491969955459765,0.7124923684167385,0.9430449415448076,0.3477184339761518,0.9267352986653441,0.0
410,0,1400,2,10,2,0.2,20,2.9705526550158683,0.98585851532907,0.9800418464155551,0.0,0.98585851532907,0.9800418464155551
411,1,1400,2,10,2,0.2,20,3.152065357932258,0.9858585153290702,0.9800418464155551,0.0,0.9922146173742475,0.9533134749587895
412,2,1400,2,10,2,0.2,20,2.818962255102799,1.0,1.0,0.0,1.0,0.9564611218454
413,3,1400,2,10,2,0.2,20,3.041103919428211,0.9922146173742475,0.98585851532907,0.0,0.9922146173742475,0.9709865877744923
414,4,1400,2,10,2,0.2,20,2.6090699649894322,1.0,0.9922146173742475,0.0,0.9922146173742475,0.9748512539559033
415,5,1400,2,10,2,0.2,20,2.761572861898039,1.0,0.9922146173742475,0.0,0.9922146173742475,0.9922146173742475
416,6,1400,2,10,2,0.2,20,2.5601459063098346,1.0,1.0,0.0,1.0,0.9716350564179649
417,7,1400,2,10,2,0.2,20,2.5479667663951098,1.0,1.0,0.0,1.0,1.0
418,8,1400,2,10,2,0.2,20,2.8943271924623257,1.0,1.0,0.0,1.0,0.9538024475494193
419,9,1400,2,10,2,0.2,20,2.5105104022475357,1.0,1.0,0.0,1.0,0.9901163035601307
420,0,1400,2,10,2,0.2,20,2.9705526550158683,0.98585851532907,0.9800418464155551,0.0,0.9858585153290702,0.9800418464155551
421,1,1400,2,10,2,0.2,20,3.152065357932258,0.9858585153290702,0.9800418464155551,0.0,0.9922146173742475,0.9533134749587895
422,2,1400,2,10,2,0.2,20,2.818962255102799,1.0,1.0,0.0,1.0,0.9564611218454
423,3,1400,2,10,2,0.2,20,3.041103919428211,0.9922146173742475,0.98585851532907,0.0,0.9922146173742475,0.9709865877744923
424,4,1400,2,10,2,0.2,20,2.6090699649894322,1.0,0.9922146173742475,0.0,0.9922146173742475,0.9748512539559033
425,5,1400,2,10,2,0.2,20,2.761572861898039,1.0,0.9922146173742475,0.0,0.9922146173742475,0.9922146173742475
426,6,1400,2,10,2,0.2,20,2.5601459063098346,1.0,1.0,0.0,1.0,0.9716350564179649
427,7,1400,2,10,2,0.2,20,2.5479667663951098,1.0,1.0,0.0,1.0,1.0
428,8,1400,2,10,2,0.2,20,2.8943271924623257,1.0,1.0,0.0,1.0,0.9538024475494193
429,9,1400,2,10,2,0.2,20,2.5105104022475357,1.0,1.0,0.0,1.0,0.9901163035601307
430,0,1400,3,9,3,0.2,18,2.602801054464994,0.733219287681954,0.981980075775928,-1.078710241876221e-15,1.0,0.9709624493962354
431,1,1400,3,9,3,0.2,18,1.9429601472702163,0.733219287681954,1.0,-1.078710241876221e-15,1.0,0.9855572647838503
432,2,1400,3,9,3,0.2,18,2.982741164499026,0.7280577077420083,0.9522696629042402,-1.078710241876221e-15,0.9544465160153365,0.6855001251416011
433,3,1400,3,9,3,0.2,18,2.593995115288082,0.7335812981447939,0.9953482939356191,-1.078710241876221e-15,1.0,0.9953482939356191
434,4,1400,3,9,3,0.2,18,2.6808203066457397,0.7335812981447939,0.9881904724058144,-1.078710241876221e-15,1.0,0.9881904724058144
435,5,1400,3,9,3,0.2,18,2.50428182380971,0.7335812981447939,0.9953482939356191,-1.078710241876221e-15,0.9953482939356191,0.9953482939356191
436,6,1400,3,9,3,0.2,18,2.6704714160158542,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,1.0
437,7,1400,3,9,3,0.2,18,2.636093546840735,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,1.0
438,8,1400,3,9,3,0.2,18,2.37498623368792,0.733219287681954,1.0,-1.078710241876221e-15,1.0,1.0
439,9,1400,3,9,3,0.2,18,1.9437014678584397,0.7335812981447939,1.0,-1.078710241876221e-15,1.0,1.0
440,0,1200,8,10,8,0.2,20,3.7222764934503183,0.49894182358784045,0.9975670774449619,0.21182755997019503,0.9975670774449619,0.0
441,1,1200,8,10,8,0.2,20,4.086393807439102,0.4816080809642294,1.0,0.23324410527293635,0.9975670774449619,0.30512180692274204
442,2,1200,8,10,8,0.2,20,4.000843403284258,0.0,0.9975670774449619,0.1304988745994205,0.9956952859683101,0.0
443,3,1200,8,10,8,0.2,20,3.911185923893842,0.0,0.9975670774449619,0.07723641079541199,0.9975670774449621,0.0
