,step,n_samples,jitter,k,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
54,4,100,0.2,2,0.2,4,1.2424841298140425,0.361607819725907,0.41754065356161446,0.12415180998322,0.41754065356161446,0.4422384091438309
55,5,100,0.2,2,0.2,4,1.2152762924102611,0.35153927826059417,0.3399252408345929,0.14631846613553612,0.36222569989642617,0.361010709563694
56,6,100,0.2,2,0.2,4,1.2451418914201604,0.5728775906815547,0.3610107095636941,0.1313611507624253,0.4422384091438309,0.3399252408345929
57,7,100,0.2,2,0.2,4,1.2256578240543217,0.5474828232495427,0.33771649146422195,0.16710841368161952,0.361010709563694,0.41754065356161446
58,8,100,0.2,2,0.2,4,1.2498824103400534,0.6572373895017841,0.3444526735878944,0.19542597545673945,0.37234636062327003,0.39430024565673816
59,9,100,0.2,2,0.2,4,1.2416886265447737,0.7128426776147975,0.49692049675694006,0.19124512823766426,0.5299387237037455,0.5373899068982517
60,0,1400,0.05,2,0.2,4,1.2493805388881662,0.35910967199741095,0.3898449767228833,1.0,0.43840045084155266,0.43840045084155266
61,1,1400,0.05,2,0.2,4,1.2410979801668067,0.3700240186088974,0.37766198994852984,1.0,0.4504801064021546,0.4503057006326714
62,2,1400,0.05,2,0.2,4,1.2494376233390765,0.35941958428182674,0.3723471122123091,1.0,0.42300315961954954,0.42111959076232774
63,3,1400,0.05,2,0.2,4,1.2441765613359639,0.36529995298460494,0.3988756722822508,1.0,0.43642553805020357,0.4423078802723712
64,4,1400,0.05,2,0.2,4,1.2456117182706998,0.3665573423107637,0.3880611279398181,1.0,0.4364749718802683,0.43844197815392694
65,5,1400,0.05,2,0.2,4,1.2431160346521732,0.35781475867027585,0.3774678749829308,1.0,0.44228257389444237,0.44228257389444237
66,6,1400,0.05,2,0.2,4,1.2473584395348836,0.36621918098066514,0.38454722642377925,1.0,0.44257809259360104,0.44818556519596403
67,7,1400,0.05,2,0.2,4,1.2474164940219121,0.35286694453186523,0.3898517858327878,1.0,0.43063061551139453,0.42491245837371483
68,8,1400,0.05,2,0.2,4,1.244094225923424,0.3684515036368778,0.3988615359121684,1.0,0.4383755402092153,0.44228257389444237
69,9,1400,0.05,2,0.2,4,1.245977197029823,0.2780937533760173,0.38814225533168567,0.9961200076664193,0.45020115880729145,0.4521756354959581
70,0,300,0.04,2,0.2,4,1.2448718262193177,1.0,0.37251992083164454,0.9856799013198486,0.4145110030352444,0.4060201167491053
71,1,300,0.04,2,0.2,4,1.2479903320834076,1.0,0.36469078621083106,0.9856799013198486,0.43229560342736667,0.43229560342736667
72,2,300,0.04,2,0.2,4,1.2376723541568635,1.0,0.36428790517796955,0.8022236860571492,0.4412574513937498,0.4412574513937498
73,3,300,0.04,2,0.2,4,1.2347066909684241,0.44867034669530187,0.3565113229719151,1.0,0.43229560342736667,0.43229560342736667
74,4,300,0.04,2,0.2,4,1.246175347308447,1.0,0.39726150814900046,1.0,0.45063788394456833,0.45063788394456833
75,5,300,0.04,2,0.2,4,1.2521073726362077,1.0,0.37224235423650975,1.0,0.4145110030352444,0.4145110030352444
76,6,300,0.04,2,0.2,4,1.238832351242795,0.3234214966578336,0.3890168883466562,0.8334375566950608,0.4412574513937498,0.43229560342736667
77,7,300,0.04,2,0.2,4,1.2388730224784927,0.5605347423947785,0.37307669918845626,1.0,0.43211815810307785,0.43211815810307785
78,8,300,0.04,2,0.2,4,1.2348643175303045,1.0,0.40570116954890134,1.0,0.4416259581035914,0.4416259581035914
79,9,300,0.04,2,0.2,4,1.2370550352612966,0.49706659940653153,0.3887195209757763,1.0,0.4701829726165892,0.4701829726165892
80,0,500,0.11,2,0.2,4,1.2431093019581818,0.9811556718246087,0.36969510943618206,0.7436348456698625,0.42203036256304816,0.4373259362762542
81,1,500,0.11,2,0.2,4,1.2493885685068609,0.5719001390329699,0.3899318404652736,0.8912546925004086,0.4475435242177433,0.45327612665581873
82,2,500,0.11,2,0.2,4,1.237073681552215,0.9474959983525947,0.37966213199344273,-0.0005178786518300936,0.4255641242273689,0.4255641242273689
83,3,500,0.11,2,0.2,4,1.2496335146295392,0.9663166255728519,0.3793542589855775,0.9164774273983091,0.4475435242177433,0.4528603237835183
84,4,500,0.11,2,0.2,4,1.2556976197455152,0.7354632531961197,0.37444096868738086,0.9012909216279485,0.4489741805598006,0.43687025454018946
85,5,500,0.11,2,0.2,4,1.2427628980489076,0.6915402340949041,0.4054320574084699,0.892281681009573,0.44727262870448525,0.44734030471639386
86,6,500,0.11,2,0.2,4,1.2485916983843932,0.9474959983525947,0.4104065992737662,0.9046090083655722,0.431011978823727,0.44216819346784303
87,7,500,0.11,2,0.2,4,1.2468285121124467,0.8445914501609679,0.39480269990959693,0.7087133929297486,0.43088525013426465,0.43088525013426465
88,8,500,0.11,2,0.2,4,1.2423583284048396,0.9474959983525947,0.4047466978574551,0.9311075970762711,0.4483592920152924,0.4536931389197778
89,9,500,0.11,2,0.2,4,1.2374604438376258,0.9474959983525947,0.3892893092879464,0.8631595176599369,0.4255641242273689,0.42556412422736895
90,0,700,0.06,2,0.2,4,1.2489165008963556,1.0,0.3859620876655006,0.9929667705702124,0.43420169668351544,0.43420169668351555
91,1,700,0.06,2,0.2,4,1.2451840712350306,0.5652986006507537,0.3895360675538086,1.0,0.4380766243004844,0.44199398567630405
92,2,700,0.06,2,0.2,4,1.2468659130219306,0.531829489877181,0.3898634127026835,1.0,0.4426706338162258,0.44622947286383385
93,3,700,0.06,2,0.2,4,1.2458401894244993,0.5577997512754869,0.39674014285337367,1.0,0.45832575275988,0.45832575275988
94,4,700,0.06,2,0.2,4,1.2456966782693302,0.3939198423981833,0.40421185237030943,1.0,0.4459548250663185,0.4419939856763041
95,5,700,0.06,2,0.2,4,1.243315911854332,0.558838890289035,0.3616305767603875,1.0,0.434267127752271,0.434267127752271
96,6,700,0.06,2,0.2,4,1.2453655116443478,1.0,0.3754553057851416,1.0,0.4304648565109667,0.4304648565109667
97,7,700,0.06,2,0.2,4,1.2460126178525979,1.0,0.3754553057851416,0.9929667705702124,0.43033599892177804,0.43036820249984387
98,8,700,0.06,2,0.2,4,1.2422073754786676,1.0,0.38606950827037667,1.0,0.4380766243004844,0.44199398567630405
99,9,700,0.06,2,0.2,4,1.2450743731198823,0.4828809460200943,0.3788963861952021,1.0,0.43036820249984387,0.43420169668351555
100,0,1000,0.15,2,0.2,4,1.249696970548751,0.8767178033486016,0.3902001341988634,0.0017670772103665603,0.44769033454898305,0.43942478329660783
101,1,1000,0.15,2,0.2,4,1.2543836611275345,0.6585325818711822,0.3510703603418879,-0.0009785008526257796,0.3980597686419301,0.4158737221996652
102,2,1000,0.15,2,0.2,4,1.2511085424521544,0.47772968611044536,0.37015218719712983,-0.001268146220545197,0.43832177340482703,0.45141492553415147
103,3,1000,0.15,2,0.2,4,1.249378623018796,0.9126498038812535,0.3855719342438648,0.00456912310253184,0.4287861036841957,0.4340824417110887
104,4,1000,0.15,2,0.2,4,1.2508611468296453,0.8879862609735325,0.35812411323898075,-0.0009366126266441279,0.3974517842549409,0.4181493744562734
105,5,1000,0.15,2,0.2,4,1.241583930450611,0.8105351830308478,0.3822856747739879,0.0004177313057923115,0.43401842313556116,0.4340184231355612
106,6,1000,0.15,2,0.2,4,1.2451068702227281,0.9083901585618882,0.3629893009096824,-5.508157038175295e-05,0.3972864187762047,0.41547235181916264
107,7,1000,0.15,2,0.2,4,1.2494913005601962,0.5778448212106998,0.36765867382640616,-0.0009785008526257796,0.41281573012701095,0.4344671529418257
108,8,1000,0.15,2,0.2,4,1.2415641937037418,0.864448659102813,0.36284616440108325,0.005225946753601366,0.42328997355389686,0.4312821111119288
109,9,1000,0.15,2,0.2,4,1.2544453273829637,0.9063926496273429,0.37249053911138613,-0.0012588224523557348,0.39984122510493536,0.41799935441351505
110,0,1000,0.15,2,0.2,4,1.249696970548751,0.8767178033486016,0.3902001341988634,0.0017670772103665603,0.44769033454898305,0.43942478329660783
111,1,1000,0.15,2,0.2,4,1.2543836611275345,0.6585325818711822,0.3510703603418879,-0.0009785008526257796,0.3980597686419301,0.4158737221996652
112,2,1000,0.15,2,0.2,4,1.2511085424521544,0.47772968611044536,0.37015218719712983,-0.001268146220545197,0.43832177340482703,0.45141492553415147
113,3,1000,0.15,2,0.2,4,1.249378623018796,0.9126498038812535,0.3855719342438648,0.00456912310253184,0.4287861036841957,0.4340824417110887
114,4,1000,0.15,2,0.2,4,1.2508611468296453,0.8879862609735325,0.35812411323898075,-0.0009366126266441279,0.3974517842549409,0.4181493744562734
115,5,1000,0.15,2,0.2,4,1.241583930450611,0.8105351830308478,0.3822856747739879,0.0004177313057923115,0.43401842313556116,0.4340184231355612
116,6,1000,0.15,2,0.2,4,1.2451068702227281,0.9083901585618882,0.3629893009096824,-5.508157038175295e-05,0.3972864187762047,0.41547235181916264
117,7,1000,0.15,2,0.2,4,1.2494913005601962,0.5778448212106998,0.36765867382640616,-0.0009785008526257796,0.41281573012701095,0.4344671529418257
118,8,1000,0.15,2,0.2,4,1.2415641937037418,0.864448659102813,0.36284616440108325,0.005225946753601366,0.42328997355389686,0.4312821111119288
119,9,1000,0.15,2,0.2,4,1.2544453273829637,0.9063926496273429,0.37249053911138613,-0.0012588224523557348,0.39984122510493536,0.41799935441351505
120,0,1000,0.15,2,0.2,4,1.249696970548751,0.8767178033486016,0.3902001341988634,0.0017670772103665603,0.44769033454898305,0.43942478329660783
121,1,1000,0.15,2,0.2,4,1.2543836611275345,0.6585325818711822,0.3510703603418879,-0.0009785008526257796,0.3980597686419301,0.4158737221996652
122,2,1000,0.15,2,0.2,4,1.2511085424521544,0.47772968611044536,0.37015218719712983,-0.001268146220545197,0.43832177340482703,0.45141492553415147
123,3,1000,0.15,2,0.2,4,1.249378623018796,0.9126498038812535,0.3855719342438648,0.00456912310253184,0.4287861036841957,0.4340824417110887
124,4,1000,0.15,2,0.2,4,1.2508611468296453,0.8879862609735325,0.35812411323898075,-0.0009366126266441279,0.3974517842549409,0.4181493744562734
125,5,1000,0.15,2,0.2,4,1.241583930450611,0.8105351830308478,0.3822856747739879,0.0004177313057923115,0.43401842313556116,0.4340184231355612
126,6,1000,0.15,2,0.2,4,1.2451068702227281,0.9083901585618882,0.3629893009096824,-5.508157038175295e-05,0.3972864187762047,0.41547235181916264
127,7,1000,0.15,2,0.2,4,1.2494913005601962,0.5778448212106998,0.36765867382640616,-0.0009785008526257796,0.41281573012701095,0.4344671529418257
128,8,1000,0.15,2,0.2,4,1.2415641937037418,0.864448659102813,0.36284616440108325,0.005225946753601366,0.42328997355389686,0.4312821111119288
129,9,1000,0.15,2,0.2,4,1.2544453273829637,0.9063926496273429,0.37249053911138613,-0.0012588224523557348,0.39984122510493536,0.41799935441351505
130,0,1600,0.15,2,0.2,4,1.2403782608731284,0.46175131056919577,0.36242534405343646,-0.0005606315673257233,0.40255083714629963,0.41717377300409825
131,1,1600,0.15,2,0.2,4,1.2446097307063508,0.444064888422821,0.39302805453322187,0.0017936244872035563,0.418787797190538,0.4270775889804417
132,2,1600,0.15,2,0.2,4,1.2501353581837256,0.49709034455385404,0.3699118306163073,0.004387546821910351,0.4106412330566097,0.41715044492140035
133,3,1600,0.15,2,0.2,4,1.2443524358294662,0.4605834215964279,0.38527253712664,-0.0004954962822892393,0.4206811518534647,0.4306135586176089
134,4,1600,0.15,2,0.2,4,1.2410246566023102,0.8764453540479011,0.3746313566866006,-0.0008229265797108675,0.418805409638478,0.4372275112531088
135,5,1600,0.15,2,0.2,4,1.246458754817218,0.44912513331791026,0.3699214197044479,-0.0004954962822892393,0.4107207602940284,0.418787797190538
136,6,1600,0.15,2,0.2,4,1.244771498391714,0.8658115417122274,0.3964414051698498,-0.0006671233154601289,0.4274179961680875,0.43737943412210756
137,7,1600,0.15,2,0.2,4,1.2524443321800913,0.8627227070787665,0.39014003055490193,0.0005093601475474927,0.4326129209941784,0.43625257518576055
138,8,1600,0.15,2,0.2,4,1.2467617741609667,0.4802276674757403,0.3669979358397202,-0.0008162843311752512,0.41550321487238956,0.42875536716125673
139,9,1600,0.15,2,0.2,4,1.2435887331616313,0.3570664571968148,0.36102875491108616,0.0017936244872035563,0.4237575922646935,0.4337994084625358
140,0,900,0.08,2,0.2,4,1.241992875020389,0.5443344255465052,0.39252619548238954,0.9731225075016426,0.44850149296445374,0.45152518792848995
141,1,900,0.08,2,0.2,4,1.250867253263924,0.4612637988447075,0.376693282971791,1.0,0.43016167216992296,0.4331140510149539
142,2,900,0.08,2,0.2,4,1.2469036165840233,0.5212324065659845,0.3869101777525233,0.9943243160650258,0.43303531394515493,0.43605092448763
143,3,900,0.08,2,0.2,4,1.2480509986519155,1.0,0.3764900477206486,0.9775862042145714,0.43004496991929564,0.4390922766410945
144,4,900,0.08,2,0.2,4,1.2449411709509604,1.0,0.3653146776070782,0.9898039037187604,0.4275412397485609,0.4361704969331337
145,5,900,0.08,2,0.2,4,1.2460803603847452,0.5148065584465009,0.3868938864385807,0.9819651476167794,0.43062943081867244,0.4393951066108723
146,6,900,0.08,2,0.2,4,1.2476710777389746,1.0,0.3759287651080108,0.9875983720442427,0.4393951066108723,0.45141916010709593
147,7,900,0.08,2,0.2,4,1.241905648150947,1.0,0.40091794583733387,0.9784130239673782,0.4483757816418563,0.44211902755407256
148,8,900,0.08,2,0.2,4,1.2428816671495087,1.0,0.38178242879024865,0.9827089468254426,0.437855051326384,0.44887928898390106
149,9,900,0.08,2,0.2,4,1.2462657806944895,0.5199000890353215,0.39536880650818995,0.9898039037187604,0.44236420653387526,0.4361704969331337
150,0,1200,0.17,2,0.2,4,1.2587795766995282,0.4212997026963642,0.35209658486353385,0.00485663994531717,0.41131160356406354,0.4401742714009241
151,1,1200,0.17,2,0.2,4,1.2491744598717487,0.8567542795773107,0.3733562967641896,0.01151745129974328,0.40489221434071393,0.417911907587764
152,2,1200,0.17,2,0.2,4,1.2456192100953278,0.742429390463886,0.3877119758795244,0.001124253800460728,0.43316038797013656,0.45144472059240404
153,3,1200,0.17,2,0.2,4,1.2497650469946775,0.5331561524684635,0.3880984211805469,0.0010536574625728283,0.41353885299654247,0.43319359717948563
154,4,1200,0.17,2,0.2,4,1.2498119387757267,0.7158876880537606,0.3637845863823023,0.008575086708467893,0.40471461088610383,0.41106857391429324
155,5,1200,0.17,2,0.2,4,1.2458700255134065,0.4790781325750759,0.3576799446360305,0.0026347917025151763,0.4053074817051353,0.42005586253045457
156,6,1200,0.17,2,0.2,4,1.2466115342106492,0.4663313582326692,0.3836783040123581,0.0021512583613070005,0.42883716643678044,0.4400831499842546
157,7,1200,0.17,2,0.2,4,1.2459706630397491,0.9193573330102279,0.38150825590132054,-0.000852220048825565,0.4154196363078634,0.43314931993726247
158,8,1200,0.17,2,0.2,4,1.2510977915237587,0.798728466875711,0.37574550852810656,0.004260544903846083,0.42017144342047397,0.4400831499842546
159,9,1200,0.17,2,0.2,4,1.2527557049192115,0.8105047479064819,0.34585135794409405,-0.0008269333343671295,0.381588863154718,0.3920724809297598
160,0,1200,0.01,2,0.2,4,1.2467298035491134,0.24722809507026935,0.38358795034548354,1.0,0.45145663582485374,0.44912955009229216
161,1,1200,0.01,2,0.2,4,1.2460915412844258,0.20509513202573135,0.385643867687537,1.0,0.44223758572227884,0.44223758572227884
162,2,1200,0.01,2,0.2,4,1.2460538878597094,0.2396374717523163,0.38979242632378386,1.0,0.4445434141717871,0.44223758572227884
163,3,1200,0.01,2,0.2,4,1.2458951178246616,0.2386728486777332,0.3877119758795244,1.0,0.4445434141717871,0.4445434141717871
164,4,1200,0.01,2,0.2,4,1.245805894224691,0.2143377269022664,0.3794765802427331,1.0,0.442226104556033,0.439946576065312
165,5,1200,0.01,2,0.2,4,1.2456289943066077,0.23990747215362038,0.38773035423437907,1.0,0.442226104556033,0.442226104556033
166,6,1200,0.01,2,0.2,4,1.2466477412832773,0.23530566573090964,0.38773035423437907,1.0,0.4445202374533715,0.4445202374533715
167,7,1200,0.01,2,0.2,4,1.2460200775473547,0.2121519276461075,0.38776711807228514,1.0,0.4468174890141713,0.4468174890141713
168,8,1200,0.01,2,0.2,4,1.2467217636206733,0.2370298218807646,0.3835698865159386,1.0,0.44912955009229216,0.44682918449732545
169,9,1200,0.01,2,0.2,4,1.2461749997195222,0.23779809948428962,0.3856438676875369,1.0,0.44682918449732545,0.44227203472325677
170,0,800,0.13,2,0.2,4,1.247108834743538,0.6460501089835722,0.36513572696400803,0.9165773034926628,0.41866579459171355,0.43185934006959914
171,1,800,0.13,2,0.2,4,1.2420585125417665,0.6412634129859979,0.37208603012404834,0.922923276369656,0.40892027489008764,0.42851521242412377
172,2,800,0.13,2,0.2,4,1.2429449702220934,0.9210020163849589,0.3773040124466447,0.8932731821539848,0.43869384997660243,0.4320081933906553
173,3,800,0.13,2,0.2,4,1.2409524198007384,0.471974079678719,0.3928802367243899,0.010868331494948915,0.43869384997660243,0.43869384997660243
174,4,800,0.13,2,0.2,4,1.2480740596977842,0.5706352244804935,0.38503753360582776,-0.0011498634117052345,0.44007716712266554,0.44661018738748387
175,5,800,0.13,2,0.2,4,1.2604490186993609,0.6612934874674634,0.359623612755155,0.003158952140640966,0.4351703449208262,0.4372856186464251
176,6,800,0.13,2,0.2,4,1.2493424000404123,0.9210020163849589,0.3779396372137093,0.012296299830644482,0.40368860117768235,0.42544358435329016
177,7,800,0.13,2,0.2,4,1.2513270842333233,0.883580422347087,0.35356424019295113,0.0048314472867488495,0.4323561182651667,0.4287110572001401
178,8,800,0.13,2,0.2,4,1.2526177016231814,0.8861387957227638,0.3533492712221754,-0.0015716708469080299,0.4109917675122961,0.41404466035427434
179,9,800,0.13,2,0.2,4,1.2339187067223352,0.8878344794062342,0.3563259599454074,0.00788477806050623,0.42529857625866496,0.418806942615706
180,0,1500,0.09,2,0.2,4,1.2473554061133416,0.9866689616939216,0.39154361753952577,0.996345035264677,0.4351090191495656,0.4423392719630286
181,1,1500,0.09,2,0.2,4,1.251783454421544,0.5569733402146941,0.3719434482993624,0.9933755082656038,0.4353233420790598,0.43701089274330446
182,2,1500,0.09,2,0.2,4,1.2478637809641406,0.9866689616939216,0.3882229276809264,0.9830551028842408,0.44238337446019815,0.44238337446019815
183,3,1500,0.09,2,0.2,4,1.244517433051057,0.9811738778862089,0.39842856976504526,1.0,0.43864803461487156,0.4386480346148717
184,4,1500,0.09,2,0.2,4,1.2478802687676775,0.3826934478830891,0.38158854740937215,0.986088013776512,0.4351661406969765,0.44049613683526523
185,5,1500,0.09,2,0.2,4,1.2485379299991846,0.3886311898207938,0.3701948111089691,0.988849117882472,0.4319281744297361,0.43367165774463545
186,6,1500,0.09,2,0.2,4,1.241949444657222,0.3996562404519938,0.38158854740937215,0.996345035264677,0.4193120039981923,0.4175099696658024
187,7,1500,0.09,2,0.2,4,1.2484134667454805,0.5426087885430922,0.4033832601116638,0.9830551428487532,0.45573446950636004,0.45937461298975396
188,8,1500,0.09,2,0.2,4,1.2484216267944896,0.3849871258743579,0.38158854740937215,-3.3422723462786577e-15,0.4389524257407278,0.44260409020005115
189,9,1500,0.09,2,0.2,4,1.241706513624606,0.5480064465007903,0.38497411826145345,0.0,0.4315054260484984,0.43873493776109124
190,0,1300,0.13,2,0.2,4,1.2436019423721438,0.9409065907910187,0.38987009094616265,-0.0006043209553248235,0.4217878622739094,0.42780695829489873
191,1,1300,0.13,2,0.2,4,1.2470951756386968,0.9142588882086709,0.3709359891221047,-0.0006043209553248235,0.4444060142337367,0.4552627576711796
192,2,1300,0.13,2,0.2,4,1.2492620623447004,0.48943205751482916,0.3920370164860985,0.0006939786609733674,0.4543790228252142,0.46701625936417845
193,3,1300,0.13,2,0.2,4,1.250861396103692,0.9091582295305877,0.3746260253426791,-4.519494954220052e-05,0.41756408620067825,0.42972414564264266
194,4,1300,0.13,2,0.2,4,1.2487590295565538,0.9409065907910187,0.391758111389169,0.0008289963049251048,0.41145379435430385,0.41145379435430385
