,step,n_samples,jitter,k,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
195,5,1300,0.13,2,0.2,4,1.2443837020762174,0.9357967521422356,0.38217165202070424,-0.0010120534646048346,0.4359915659883688,0.45290113217297046
196,6,1300,0.13,2,0.2,4,1.2421980555316268,0.45343319971759294,0.3805469932621534,-0.0010120534646048346,0.41565598244491214,0.42974274542651963
197,7,1300,0.13,2,0.2,4,1.247522663399594,0.48023675465587534,0.3598443024173746,-0.0001798164551938718,0.4237831339569339,0.43596295168626886
198,8,1300,0.13,2,0.2,4,1.2542332746250988,0.5101397549187667,0.39592072539055023,-0.0004704478552985639,0.444722151590666,0.4599739909347054
199,9,1300,0.13,2,0.2,4,1.2371931554219728,0.8947349117883974,0.3766876403050108,0.008164147692849025,0.405616797830834,0.4095947062724354
200,0,1000,0.18,2,0.2,4,1.2526666492283338,0.8116954598873487,0.40266830994433667,0.0033399560446921808,0.4339864245294508,0.4422249634432043
201,1,1000,0.18,2,0.2,4,1.2556017356136784,0.6473596523831896,0.33752874966340424,-0.0012302743453207511,0.3728387376671284,0.4024711484526503
202,2,1000,0.18,2,0.2,4,1.254299332863813,0.5163339224345187,0.3487589325450507,-0.0012023412132044103,0.4335789452973731,0.4454163100429899
203,3,1000,0.18,2,0.2,4,1.2517308154741982,0.46144283727231333,0.37615476680046606,0.020365471576529195,0.41048450706376305,0.44769033454898305
204,4,1000,0.18,2,0.2,4,1.2510978548999656,0.8419477114884036,0.35824100881645565,-0.0012838082840045124,0.38251881713886243,0.39731396639578304
205,5,1000,0.18,2,0.2,4,1.2446283564871832,0.7233660299361885,0.36284616440108325,-0.0012398061464975363,0.41557630306524085,0.4260581453351855
206,6,1000,0.18,2,0.2,4,1.2464762620651595,0.722918163893422,0.3557873130655912,0.007649224924650577,0.39476378777619725,0.41547235181916264
207,7,1000,0.18,2,0.2,4,1.2523443008392314,0.5214691850731445,0.3702383219868208,0.004165994219786277,0.40756236714161453,0.42084714101866216
208,8,1000,0.18,2,0.2,4,1.2445084359927745,0.5704340559866153,0.351104369502994,-0.0008476495816546189,0.3948046838672352,0.3948728700814203
209,9,1000,0.18,2,0.2,4,1.2570565712646604,0.8426848888156887,0.36765867382640616,-0.0012398061464975363,0.3922591401527339,0.41557630306524096
210,0,1000,0.15,2,0.2,4,1.249696970548751,0.8767178033486016,0.3902001341988634,0.0017670772103665603,0.44769033454898305,0.43942478329660783
211,1,1000,0.15,2,0.2,4,1.2543836611275345,0.6585325818711822,0.3510703603418879,-0.0009785008526257796,0.3980597686419301,0.4158737221996652
212,2,1000,0.15,2,0.2,4,1.2511085424521544,0.47772968611044536,0.37015218719712983,-0.001268146220545197,0.43832177340482703,0.45141492553415147
213,3,1000,0.15,2,0.2,4,1.249378623018796,0.9126498038812535,0.3855719342438648,0.00456912310253184,0.4287861036841957,0.4340824417110887
214,4,1000,0.15,2,0.2,4,1.2508611468296453,0.8879862609735325,0.35812411323898075,-0.0009366126266441279,0.3974517842549409,0.4181493744562734
215,5,1000,0.15,2,0.2,4,1.241583930450611,0.8105351830308478,0.3822856747739879,0.0004177313057923115,0.43401842313556116,0.4340184231355612
216,6,1000,0.15,2,0.2,4,1.2451068702227281,0.9083901585618882,0.3629893009096824,-5.508157038175295e-05,0.3972864187762047,0.41547235181916264
217,7,1000,0.15,2,0.2,4,1.2494913005601962,0.5778448212106998,0.36765867382640616,-0.0009785008526257796,0.41281573012701095,0.4344671529418257
218,8,1000,0.15,2,0.2,4,1.2415641937037418,0.864448659102813,0.36284616440108325,0.005225946753601366,0.42328997355389686,0.4312821111119288
219,9,1000,0.15,2,0.2,4,1.2544453273829637,0.9063926496273429,0.37249053911138613,-0.0012588224523557348,0.39984122510493536,0.41799935441351505
220,0,800,0.16,2,0.2,4,1.2479421508109496,0.6198129296418065,0.3681231830950093,0.0005382948129717713,0.3959914071669461,0.4220382071959368
221,1,800,0.16,2,0.2,4,1.2440024101198253,0.4023517835663405,0.37456878113190545,0.015751836479555623,0.4026270788004127,0.42851521242412377
222,2,800,0.16,2,0.2,4,1.2432599957752601,0.8527743906194835,0.39275338557113487,-0.0015456483207419624,0.43185934006959914,0.4386428709838789
223,3,800,0.16,2,0.2,4,1.243166506771336,0.4425270541886881,0.3865324879330862,0.028812807859903772,0.4254435843532901,0.4352601443124956
224,4,800,0.16,2,0.2,4,1.251880057599513,0.5324994939286007,0.3917095654673766,0.01632838402299561,0.4071050207275271,0.4224201950253847
225,5,800,0.16,2,0.2,4,1.2643945267977836,0.8818055709323331,0.3714460656337818,-0.001199146516885698,0.425293648844963,0.43410851138106343
226,6,800,0.16,2,0.2,4,1.2508826176480619,0.46240537931008935,0.36558820444674645,0.01341736791145869,0.4033560271706901,0.4258794888070339
227,7,800,0.16,2,0.2,4,1.2532632920607853,0.6518120857783936,0.3562172050339885,0.007325074524131415,0.4332546724340351,0.4404896152964508
228,8,800,0.16,2,0.2,4,1.2546462209941196,0.8527743906194836,0.35945802758504886,-0.0004163253735971022,0.4075110346516509,0.4105567713662651
229,9,800,0.16,2,0.2,4,1.2339653999605817,0.8020624337937692,0.36224837121099607,0.005104512691380883,0.3991301429857027,0.3959914071669461
230,0,1100,0.13,2,0.2,4,1.240549018555691,0.5674557767803393,0.37658252739483167,0.0036737190623169296,0.4231035097410058,0.4278041357848411
231,1,1100,0.13,2,0.2,4,1.2383444495998095,0.9530109376465238,0.3675774605462364,-0.0005519450174640845,0.422648198628825,0.4299039898012073
232,2,1100,0.13,2,0.2,4,1.2448518918323657,0.5145337392469469,0.40593822051350475,-0.0005519450174640845,0.450080290096225,0.4625009000390385
233,3,1100,0.13,2,0.2,4,1.2445288053602543,0.5363640610916496,0.4014446064179351,-0.00021087229610539638,0.44247247804784956,0.4474889592441127
234,4,1100,0.13,2,0.2,4,1.2501531079387909,0.9515544518312403,0.3635190719800474,-1.9477024111218604e-16,0.41779249098666765,0.4397059642194309
235,5,1100,0.13,2,0.2,4,1.252654305272432,0.5185784920002848,0.3830142848216218,-0.001176469921533264,0.41064427239933976,0.427417471199897
236,6,1100,0.13,2,0.2,4,1.250621865911009,0.9073700615939981,0.38297138600335173,-0.0007991692773426774,0.4348112923238826,0.4422809464799612
237,7,1100,0.13,2,0.2,4,1.2431601715569813,0.5972583809329646,0.35853215120228193,0.003864265581691377,0.4110656655308592,0.4184624999317062
238,8,1100,0.13,2,0.2,4,1.2394754397738306,0.9392076181466429,0.37702208670444987,-0.0007991692773426774,0.41637350548051527,0.4374983447042746
239,9,1100,0.13,2,0.2,4,1.2433760825819309,0.4691576458343776,0.39908074129691445,-0.001176469921533264,0.4422809464799612,0.45736028649082183
240,0,900,0.19,2,0.2,4,1.243018767497865,0.44297923390899624,0.3841682072976189,0.012720610496901442,0.41531007588131685,0.42410029330322374
241,1,900,0.19,2,0.2,4,1.2606460873564018,0.7628300651377675,0.36869617729540116,0.006877903579694231,0.4014368070264085,0.42432822789301805
242,2,900,0.19,2,0.2,4,1.2514853723660069,0.47436779837505477,0.3444392831608226,0.008163365437812927,0.3599012228586771,0.3813838637688309
243,3,900,0.19,2,0.2,4,1.2575304295225187,0.7277877065617047,0.3680320430631834,-0.0009581721575173541,0.3957744608738803,0.41877305584190866
244,4,900,0.19,2,0.2,4,1.2471045731402344,0.5425839160226841,0.3471583397566662,0.018852916677932402,0.36815256118150175,0.39547011200050886
245,5,900,0.19,2,0.2,4,1.2535134064301503,0.748123655040446,0.3848139987262496,0.010093073990567369,0.4198935927463856,0.44326679493087195
246,6,900,0.19,2,0.2,4,1.254485988338677,0.7477249219475106,0.3819581533494598,0.008737294425606404,0.3991776139580815,0.40978317469285463
247,7,900,0.19,2,0.2,4,1.2462667439983195,0.6758479234625943,0.38967382023791713,0.02273679322846999,0.4294034774110229,0.4304343463288008
248,8,900,0.19,2,0.2,4,1.2464642355356088,0.48973642305835413,0.3659112877518013,0.008727096959041001,0.40016110186284315,0.4127538076233915
249,9,900,0.19,2,0.2,4,1.2538199019979412,0.4196284097712734,0.3705431591419208,0.004368618635068004,0.4216155681994699,0.4241382573153628
250,0,1100,0.14,2,0.2,4,1.2409884868562058,0.4222147994863788,0.37421551842081224,-0.0005519450174640845,0.42561258079691855,0.43032071089335927
251,1,1100,0.14,2,0.2,4,1.2385696195331295,0.9381737720634724,0.36973525777075084,-0.0007081698854230475,0.4179163310452693,0.4372302397259588
252,2,1100,0.14,2,0.2,4,1.2455006377875166,0.9047051732393675,0.40127097327668004,-0.0005519450174640845,0.45493226441695117,0.4599214189320059
253,3,1100,0.14,2,0.2,4,1.2448301462499323,0.5026588598105522,0.4014446064179351,0.0035910933842067646,0.4449166328037612,0.4449166328037612
254,4,1100,0.14,2,0.2,4,1.2503688047093044,0.4760581479603474,0.36129100651249785,-0.0012201200279722023,0.4153895433376893,0.4372302397259588
255,5,1100,0.14,2,0.2,4,1.2535343764209914,0.504008050303202,0.3785346086623104,-0.0007991692773426774,0.41302715378491117,0.42498671039680047
256,6,1100,0.14,2,0.2,4,1.2512744242312128,0.8959400147584226,0.3807300143472562,-0.00026316079249939426,0.43230324398051745,0.4447094347590795
257,7,1100,0.14,2,0.2,4,1.2434966022166365,0.4364235955242855,0.35172093628794726,0.003902356198728573,0.39977053606027485,0.41888596850574317
258,8,1100,0.14,2,0.2,4,1.2401536089678458,0.9047051732393677,0.37471278274929376,-0.0009231677647744214,0.40959311377977364,0.4278041357848411
259,9,1100,0.14,2,0.2,4,1.244057076351973,0.8288302902223409,0.40136355138461094,-0.0007991692773426774,0.44475085047379515,0.45736028649082194
260,0,600,0.1,2,0.2,4,1.260161150014758,0.5088948653868798,0.40218228549175955,0.9623652272518948,0.43761266789822223,0.45130418735874267
261,1,600,0.1,2,0.2,4,1.25258506007418,0.6655871940853285,0.3730037033387442,0.9756273478771481,0.4152211235663801,0.42403447580510756
262,2,600,0.1,2,0.2,4,1.2372193615632403,0.983861298886216,0.3772568315951805,0.934863839118069,0.4329841535960499,0.44658864923251235
263,3,600,0.1,2,0.2,4,1.2516905302022296,0.9677307519405569,0.37960445990064223,0.9539891588192023,0.4349937338781571,0.44304238992171213
264,4,600,0.1,2,0.2,4,1.2413056185670719,0.5187700445686495,0.3650589396683945,0.9503742382111421,0.44649500540875553,0.44649500540875553
265,5,600,0.1,2,0.2,4,1.2465067676713624,0.9710596452660641,0.3900184673845423,0.9470067669844855,0.45130418735874267,0.46533628657501175
266,6,600,0.1,2,0.2,4,1.2462414536166464,0.983861298886216,0.3820332314561118,0.9664946996043338,0.44193509847719425,0.4558889861885128
267,7,600,0.1,2,0.2,4,1.2541752023479809,0.5244250157343948,0.38127801272056383,0.9623652272518948,0.44188914604622065,0.46553842987455885
268,8,600,0.1,2,0.2,4,1.2464422731647595,0.5295671784792728,0.3693495833239949,0.7713201877502663,0.4515431150628268,0.47000034710501837
269,9,600,0.1,2,0.2,4,1.2438264860472794,0.5052749512647718,0.38946088644867705,0.959450399934203,0.44649500540875553,0.44649500540875553
270,0,1400,0.17,2,0.2,4,1.253442489505918,0.531736557973816,0.36884956014487025,0.0009709092688107903,0.4082054715134599,0.4346906168298193
271,1,1400,0.17,2,0.2,4,1.2356790507086377,0.44574038547897404,0.37974619927939934,-0.0009113465119398661,0.40683639633957447,0.4176568223818512
272,2,1400,0.17,2,0.2,4,1.2526032035861485,0.8522395729866652,0.35857397426677334,-0.00025988278403621157,0.39710826928276155,0.41191505168896336
273,3,1400,0.17,2,0.2,4,1.2417653036554859,0.8193180360213173,0.38826403327967923,0.003873141929525391,0.42115056398275164,0.44818556519596403
274,4,1400,0.17,2,0.2,4,1.2478597420320716,0.418145389159072,0.3725561574900857,0.0009709092688107903,0.422520044316565,0.4395677781497581
275,5,1400,0.17,2,0.2,4,1.2435410892085883,0.8240940868273505,0.37398200362174416,0.00030005905742746635,0.40440424002968645,0.4312838809811396
276,6,1400,0.17,2,0.2,4,1.2525625963020006,0.8470179445270566,0.3707824432896524,0.002276191566318008,0.40670074805810363,0.4379326530900702
277,7,1400,0.17,2,0.2,4,1.2505129873631102,0.4125914806002122,0.3846405145914861,0.00307317178211369,0.42881021173071543,0.42876228054183574
278,8,1400,0.17,2,0.2,4,1.2444870143887847,0.7815013259136333,0.3827438656355814,0.003130912759886557,0.40802921772689194,0.4211041066548104
279,9,1400,0.17,2,0.2,4,1.2496706432834541,0.4049835662274868,0.37087054911476,0.002845419061438405,0.40619391618214257,0.43260589084229484
280,0,700,0.11,2,0.2,4,1.2513939128409852,0.4390492135681217,0.3895905728230861,0.9283642535099769,0.4382095781261737,0.4420615072919759
281,1,700,0.11,2,0.2,4,1.2431391423285518,0.4406720247876811,0.365059296122938,0.9657759335641823,0.41161072815638355,0.4265117571985009
282,2,700,0.11,2,0.2,4,1.2489135162927893,0.9643525591015221,0.37726551147637233,0.9437352091775906,0.4171079967682776,0.43518630404991165
283,3,700,0.11,2,0.2,4,1.2473762155397379,0.4864001308964772,0.3862038983437131,0.9462961101564663,0.4421966457340104,0.45418865496835165
284,4,700,0.11,2,0.2,4,1.2417754621129289,0.4765070320437672,0.39707740782822337,0.9188331856341243,0.4383759434629121,0.4421966457340104
285,5,700,0.11,2,0.2,4,1.2457095987280082,0.5720815821493653,0.3548751860707446,0.9095064216281812,0.4077155631830825,0.41161072815638355
286,6,700,0.11,2,0.2,4,1.2472765083659256,0.9548433832860956,0.3754039254353238,0.9379465750581834,0.41898384257665483,0.41898384257665483
287,7,700,0.11,2,0.2,4,1.2441544674307752,0.9717083738202916,0.39311954058761994,0.9548263974404813,0.4265117571985009,0.4265751826421141
288,8,700,0.11,2,0.2,4,1.241215031678426,0.9858511978853756,0.3719463544405593,0.9734440127361244,0.4304648565109667,0.4383759434629121
289,9,700,0.11,2,0.2,4,1.24151448968473,0.5472042163383033,0.35833165877231776,0.9521822276625428,0.40403817566094474,0.40403817566094474
290,0,1100,0.2,2,0.2,4,1.2461680470134036,0.5095188864044684,0.37471278274929365,0.00010965300128828168,0.4065053849019466,0.4184624999317062
291,1,1100,0.2,2,0.2,4,1.2418811626690538,0.6833215429309545,0.36109523547087835,0.005291422410464984,0.3899825139298728,0.408348893721831
292,2,1100,0.2,2,0.2,4,1.2518615954939465,0.6755178911320568,0.40136355138461094,0.0013593884631013808,0.4449166328037612,0.46250090003903843
293,3,1100,0.2,2,0.2,4,1.2484871635299402,0.4180885613306283,0.37258389081793336,-0.0008962952423140537,0.42096404585652014,0.4474889592441127
294,4,1100,0.2,2,0.2,4,1.255208904741017,0.7263032179506766,0.35687919768617354,0.013153807386322037,0.38314305919596736,0.41063225077110344
295,5,1100,0.2,2,0.2,4,1.2600478697008242,0.4003083706319768,0.348737315012693,-0.001137045100795105,0.38132616392875923,0.41522925163346414
296,6,1100,0.2,2,0.2,4,1.2588369940960928,0.7831593591918118,0.38297138600335173,-0.001137045100795105,0.42017445885884225,0.4548172103537157
297,7,1100,0.2,2,0.2,4,1.2480470670311377,0.3968914073961252,0.3509309184706365,0.005552109618347259,0.37087618068649975,0.38404777105535987
298,8,1100,0.2,2,0.2,4,1.2449666812301583,0.6875407102577302,0.3683638888026274,0.004193417500310775,0.397553013509823,0.4112224990308999
299,9,1100,0.2,2,0.2,4,1.2506791323141775,0.7455006769406904,0.38524899047585337,0.00023068294255254603,0.42749472096855756,0.44019376705197977
300,0,500,0.16,2,0.2,4,1.2467639931521728,0.38344892611047093,0.3701882709481851,0.7013782822908404,0.41876469380104814,0.43279802202640316
301,1,500,0.16,2,0.2,4,1.2512919231419095,0.6181325336378733,0.39436550921844626,0.6586365735263879,0.45910426206160115,0.46503165064246266
302,2,500,0.16,2,0.2,4,1.2383217119644971,0.8076833176699576,0.37945680894462347,0.10337054263259185,0.42019921511228775,0.42032056756635455
303,3,500,0.16,2,0.2,4,1.2518631641121143,0.8874962360455715,0.36989216651222434,-0.0021613741435646,0.41497391648141524,0.44734030471639386
304,4,500,0.16,2,0.2,4,1.2578049164906777,0.8383214382020977,0.39518634444396883,0.012620898850513425,0.43732593627625416,0.44734030471639386
305,5,500,0.16,2,0.2,4,1.2424166919262798,0.7880744302045194,0.3956811246028556,0.658109286004574,0.44734030471639386,0.44734030471639386
306,6,500,0.16,2,0.2,4,1.2507911444953992,0.8699099561799163,0.3997403358152392,0.658348110395064,0.4312657716611874,0.44216819346784303
307,7,500,0.16,2,0.2,4,1.2456800386304439,0.7962968166887454,0.3847579567158134,0.6612960969889946,0.4362864936547,0.44177055587277997
308,8,500,0.16,2,0.2,4,1.2448815749425144,0.42630442945948144,0.3956811246028556,0.5311489501889721,0.4312657716611874,0.43687025454018946
309,9,500,0.16,2,0.2,4,1.2390265025037328,0.8268058407875143,0.38939619657079727,0.7230200552790944,0.4098238375724037,0.4475435242177433
310,0,1000,0.15,2,0.2,4,1.249696970548751,0.8767178033486016,0.3902001341988634,0.0017670772103665603,0.44769033454898305,0.43942478329660783
311,1,1000,0.15,2,0.2,4,1.2543836611275345,0.6585325818711822,0.3510703603418879,-0.0009785008526257796,0.3980597686419301,0.4158737221996652
312,2,1000,0.15,2,0.2,4,1.2511085424521544,0.47772968611044536,0.37015218719712983,-0.001268146220545197,0.43832177340482703,0.45141492553415147
313,3,1000,0.15,2,0.2,4,1.249378623018796,0.9126498038812535,0.3855719342438648,0.00456912310253184,0.4287861036841957,0.4340824417110887
314,4,1000,0.15,2,0.2,4,1.2508611468296453,0.8879862609735325,0.35812411323898075,-0.0009366126266441279,0.3974517842549409,0.4181493744562734
315,5,1000,0.15,2,0.2,4,1.241583930450611,0.8105351830308478,0.3822856747739879,0.0004177313057923115,0.43401842313556116,0.4340184231355612
316,6,1000,0.15,2,0.2,4,1.2451068702227281,0.9083901585618882,0.3629893009096824,-5.508157038175295e-05,0.3972864187762047,0.41547235181916264
317,7,1000,0.15,2,0.2,4,1.2494913005601962,0.5778448212106998,0.36765867382640616,-0.0009785008526257796,0.41281573012701095,0.4344671529418257
318,8,1000,0.15,2,0.2,4,1.2415641937037418,0.864448659102813,0.36284616440108325,0.005225946753601366,0.42328997355389686,0.4312821111119288
319,9,1000,0.15,2,0.2,4,1.2544453273829637,0.9063926496273429,0.37249053911138613,-0.0012588224523557348,0.39984122510493536,0.41799935441351505
320,0,900,0.14,2,0.2,4,1.2414363725064848,0.9343895801342933,0.39536880650818995,0.006284052080780284,0.43321253300450174,0.4360907709255001
321,1,900,0.14,2,0.2,4,1.2562081581275601,0.9066000088758676,0.36571711050581374,0.001953995879704106,0.41575027044693885,0.4392537065690264
322,2,900,0.14,2,0.2,4,1.248297435224224,0.9053897494467431,0.3625308183075271,0.833780120502891,0.395267572887586,0.4066610058526682
323,3,900,0.14,2,0.2,4,1.25267062266657,0.8027131573571973,0.3679417223288137,-0.0006926380405996111,0.4069795641667864,0.4189964635265872
324,4,900,0.14,2,0.2,4,1.2453941893575873,0.5449976941598188,0.3572629361563307,-0.0008554337159553943,0.4099445302232282,0.41260874908988254
325,5,900,0.14,2,0.2,4,1.2480887410054742,0.4979630994387906,0.3734101903427039,-0.001526614007049251,0.4258186898839361,0.4461877411877522
326,6,900,0.14,2,0.2,4,1.2500230633653613,0.8851195971783873,0.3734101903427039,0.0042236496466758295,0.42206782045758484,0.4393951066108723
327,7,900,0.14,2,0.2,4,1.2414264985083534,0.47510477021770325,0.3983546441398355,0.014692295521118528,0.4407148025161464,0.4390922766410945
328,8,900,0.14,2,0.2,4,1.241886783148038,0.801514904392366,0.376693282971791,0.0008901650841172323,0.4243507587398749,0.43113789443412437
329,9,900,0.14,2,0.2,4,1.2495662521200943,0.8980242697942118,0.40102156755149526,0.0023844990067324852,0.4333505212063369,0.4361704969331337
330,0,1200,0.12,2,0.2,4,1.2561217168712981,0.5649423770486746,0.38154407568595655,0.0038000602502905752,0.4199613654852408,0.44240991334631696
331,1,1200,0.12,2,0.2,4,1.24590660546498,0.9772697512162112,0.37749187731454553,0.947619391582111,0.4265649896228143,0.43319359717948563
332,2,1200,0.12,2,0.2,4,1.2438926325035264,0.4611071141621642,0.39199760857055105,-0.000507937380287995,0.4286740351500988,0.43996932937834493
333,3,1200,0.12,2,0.2,4,1.2461096010862345,0.9421872437510114,0.38596307559029747,-0.001120495758693423,0.4354305193837357,0.4400148468084098
334,4,1200,0.12,2,0.2,4,1.246117577229032,0.5379966175160994,0.34961738428650674,-0.0011111858983705548,0.41759984450467197,0.42643568175168783
335,5,1200,0.12,2,0.2,4,1.2437715765285504,0.7324639627995208,0.36441834380016597,-0.0006521177422835745,0.4221278553755369,0.43314931993726247
336,6,1200,0.12,2,0.2,4,1.244731885572012,0.9314092651918442,0.38154407568595655,0.941059122027742,0.44458977882404604,0.4514923874570783
337,7,1200,0.12,2,0.2,4,1.2449704703756261,0.5427292975582263,0.3982024063716579,0.941586416274551,0.4331603879701365,0.4309266070791879
338,8,1200,0.12,2,0.2,4,1.247253161947753,0.9298331950897756,0.38151720999860145,-0.0011111858983705548,0.43112419024316906,0.4445434141717871
339,9,1200,0.12,2,0.2,4,1.2495656214517885,0.9683775611618091,0.3613666128837998,0.002142640715201705,0.4067405531892278,0.4243074496813081
340,0,1000,0.17,2,0.2,4,1.2513693921348552,0.8326047815334724,0.3954195367073888,0.0021141093331500877,0.442158812943038,0.44217534771494277
341,1,1000,0.17,2,0.2,4,1.2551548278466926,0.6528649962135161,0.3420922046535658,-0.0013169391417080154,0.38738206118215496,0.40241486646708113
342,2,1000,0.17,2,0.2,4,1.2529369608132168,0.5700363732442106,0.35824100881645565,-0.00025965355798729216,0.4361137815671813,0.4485041779135918
343,3,1000,0.17,2,0.2,4,1.251080802044085,0.45470235159133365,0.37615476680046606,0.02065042527721574,0.41841980610809115,0.4396211502021347
344,4,1000,0.17,2,0.2,4,1.2508555564212793,0.87603873477352,0.35812411323898075,-0.0012398061464975363,0.38730273509671675,0.40005015931306626
345,5,1000,0.17,2,0.2,4,1.2437275870234246,0.7357803901953657,0.36763433769932646,-0.0012108913347421383,0.4259806752624144,0.42862945979343875
346,6,1000,0.17,2,0.2,4,1.2459312699170324,0.8043673864846943,0.36057143977504824,0.004797181200154432,0.3972864187762047,0.4181493744562734
347,7,1000,0.17,2,0.2,4,1.251315502027579,0.5269575168693909,0.3704847125832871,0.004442442696462623,0.4101356107369837,0.42630633050832883
348,8,1000,0.17,2,0.2,4,1.2435966899745985,0.8157055381785813,0.351104369502994,-0.0004750415058500094,0.40005015931306626,0.4025556129635516
349,9,1000,0.17,2,0.2,4,1.2562486234509243,0.8181457363821131,0.3700538120026886,-0.0013362011926862476,0.3948046838672352,0.42084714101866216
350,0,800,0.14,2,0.2,4,1.247568610833415,0.6231892703079283,0.36217399828119556,0.003158952140640966,0.4121086775457179,0.42182378449445834
351,1,800,0.14,2,0.2,4,1.242907116215986,0.721112412955079,0.37208603012404834,-0.0016077495658445335,0.40892027489008764,0.4252019853889108
352,2,800,0.14,2,0.2,4,1.242848820684633,0.8972641537764018,0.3804199674703711,-0.0015288709977822528,0.4352601443124956,0.43533558613532525
353,3,800,0.14,2,0.2,4,1.2413161130651225,0.4677460189153546,0.3928802367243899,0.012982975635596538,0.4320081933906553,0.4420836219576022
354,4,800,0.14,2,0.2,4,1.2491263563579946,0.5719618812996657,0.38503753360582776,0.011388186883406407,0.41951477219508415,0.4397172467321945
355,5,800,0.14,2,0.2,4,1.2616258035215995,0.9310912210303373,0.36269544195049563,0.003158952140640966,0.4383092050989643,0.43410851138106343
356,6,800,0.14,2,0.2,4,1.2495999049859274,0.7049349569331109,0.3779396372137093,0.00993954707163857,0.4006572295806693,0.4224201950253847
357,7,800,0.14,2,0.2,4,1.2522587546917583,0.8818055709323331,0.3446093653236998,0.0007743785881035658,0.42937401066597974,0.42888264048718255
358,8,800,0.14,2,0.2,4,1.2533871470151785,0.8685120622645476,0.36269544195049563,-0.0015572632609217943,0.4109917675122961,0.42022611412709054
359,9,800,0.14,2,0.2,4,1.2335109519789442,0.8390113464121527,0.36519220678971465,0.003577621685650468,0.4121086775457179,0.41224609764822695
360,0,1300,0.19,2,0.2,4,1.2465267456204225,0.44137347101492497,0.37464084816445764,0.004226800580035194,0.41149697032632365,0.40546508078768206
361,1,1300,0.19,2,0.2,4,1.2505222203779836,0.7740530330445833,0.36551612606976963,-0.0010234439407399841,0.4175109730343038,0.43182915361925844
362,2,1300,0.19,2,0.2,4,1.2558020158093801,0.7543021390998456,0.40072414708555454,-0.0006140699959248265,0.4369102451434312,0.4620786485070343
363,3,1300,0.19,2,0.2,4,1.254220502536109,0.634629445762399,0.3803950054010567,-0.0005840579931881082,0.4195176993513336,0.42977995221173776
364,4,1300,0.19,2,0.2,4,1.2521694808362938,0.7657908101744665,0.36534500109544665,0.005646331907682966,0.39373646534065077,0.4075066438057289
365,5,1300,0.19,2,0.2,4,1.2490388963627914,0.7650546081969563,0.37650824536116295,0.0008264178848231908,0.4175109730343038,0.44227398386496025
366,6,1300,0.19,2,0.2,4,1.2444708521176622,0.7493392863809585,0.3727614047165856,-0.0009874083342701725,0.4057011545882017,0.42363786652598223
367,7,1300,0.19,2,0.2,4,1.2522700661929755,0.4289328361579122,0.3638980352830932,0.004085847356546225,0.3960261409235346,0.4235652878279077
368,8,1300,0.19,2,0.2,4,1.2604348009429909,0.45280762105446487,0.38232472157722663,0.0019945040834991345,0.4341551695422994,0.4550772240404113
369,9,1300,0.19,2,0.2,4,1.2390957622466292,0.6622674899788079,0.36559462826838646,0.006399963978585725,0.38809398939195267,0.39592072539055023
370,0,1100,0.16,2,0.2,4,1.241923533167625,0.5151628318903881,0.37421551842081224,-0.0011878647475028084,0.41637350548051527,0.4352363826007744
371,1,1100,0.16,2,0.2,4,1.2393769001314154,0.8689358130164964,0.3696439773743062,0.0008147646318756729,0.40593822051350475,0.4202119599702177
372,2,1100,0.16,2,0.2,4,1.2471675234540025,0.7878740129178204,0.40830125430314784,0.0011452118584508958,0.4576510433860532,0.4676858432257309
373,3,1100,0.16,2,0.2,4,1.2456302398057348,0.8799924158258395,0.40154888759179314,0.000733109182143214,0.43269764581535364,0.452548303989105
374,4,1100,0.16,2,0.2,4,1.2518282460492913,0.8699802075793038,0.36102678042516506,-0.001176469921533264,0.40130568304539865,0.4298519844853264
375,5,1100,0.16,2,0.2,4,1.2554847183927866,0.47933233769353034,0.3631240004041611,0.0012209591134164739,0.4059736025542572,0.4249994560571487
376,6,1100,0.16,2,0.2,4,1.2537767411753842,0.8689358130164964,0.3829821094914564,-0.0009420029793610535,0.4274432165126339,0.4422809464799612
377,7,1100,0.16,2,0.2,4,1.2450315857483412,0.4241081324100134,0.35576520516395777,0.003695324355919488,0.38721122278142794,0.40219946365999054
378,8,1100,0.16,2,0.2,4,1.2415929339302532,0.49321789739285726,0.3727691906180241,-0.0012072970049070333,0.40020913697585864,0.4206125821031628
379,9,1100,0.16,2,0.2,4,1.245482987145329,0.8193567100234241,0.38555244899950797,-0.00040480765500736435,0.4422809464799612,0.4497840984417543
380,0,700,0.12,2,0.2,4,1.25170789635159,0.5552196487431903,0.3862038983437131,0.9063650004326905,0.4382095781261737,0.4420615072919759
381,1,700,0.12,2,0.2,4,1.2428655774055477,0.5565045384970385,0.36503471016859984,0.016579072730368533,0.41527836461502166,0.4265117571985009
382,2,700,0.12,2,0.2,4,1.2499272645678066,0.4575252532778965,0.37983782720302656,0.9228423266013465,0.4217162768572475,0.42784960725719823
383,3,700,0.12,2,0.2,4,1.2472201064735942,0.503910863862526,0.3862038983437131,0.9376914258063215,0.43439807924833373,0.4662276636955018
384,4,700,0.12,2,0.2,4,1.2414165851562575,0.49835639592317066,0.39707740782822337,-0.0012147882298653156,0.43439807924833373,0.4421966457340104
